476272.5.peg.1	476272.21.peg.3947.RUMHYD_00002
476272.5.peg.1385	476272.21.peg.2390.RUMHYD_01043
476272.5.peg.1386	476272.21.peg.2391.RUMHYD_01044
476272.5.peg.1387	476272.21.peg.2393.RUMHYD_01047
476272.5.peg.1388	476272.21.peg.2394.RUMHYD_01048
476272.5.peg.1389	476272.21.peg.2396.RUMHYD_01050
476272.5.peg.1390	476272.21.peg.2397.RUMHYD_01051
476272.5.peg.1391	476272.21.peg.2398.RUMHYD_01052
476272.5.peg.1392	476272.21.peg.2399.RUMHYD_01053
476272.5.peg.1393	476272.21.peg.2401.RUMHYD_01055
476272.5.peg.1394	476272.21.peg.2402.RUMHYD_01056
476272.5.peg.1395	476272.21.peg.2403.RUMHYD_01057
476272.5.peg.1396	476272.21.peg.2404.RUMHYD_01058
476272.5.peg.1397	476272.21.peg.2405.RUMHYD_01059
476272.5.peg.1398	476272.21.peg.2406.RUMHYD_01060
476272.5.peg.1399	476272.21.peg.2408.RUMHYD_01062
476272.5.peg.1400	476272.21.peg.2409.RUMHYD_01063
476272.5.peg.1401	476272.21.peg.2410.RUMHYD_01064
476272.5.peg.1402	476272.21.peg.2411.RUMHYD_01065
476272.5.peg.1404	476272.21.peg.2413.RUMHYD_01068
476272.5.peg.1405	476272.21.peg.2415.RUMHYD_01070
476272.5.peg.1406	476272.21.peg.2417.RUMHYD_01072
476272.5.peg.1407	476272.21.peg.2418.RUMHYD_01073
476272.5.peg.1408	476272.21.peg.2419.RUMHYD_01074
476272.5.peg.1409	476272.21.peg.2420.RUMHYD_01075
476272.5.peg.1410	476272.21.peg.2421.RUMHYD_01076
476272.5.peg.1411	476272.21.peg.2422.RUMHYD_01077
476272.5.peg.1412	476272.21.peg.2423.RUMHYD_01078
476272.5.peg.1413	476272.21.peg.2424.RUMHYD_01079
476272.5.peg.1414	476272.21.peg.2425.RUMHYD_01080
476272.5.peg.1415	476272.21.peg.2426.RUMHYD_01081
476272.5.peg.1416	476272.21.peg.2427.RUMHYD_01082
476272.5.peg.1417	476272.21.peg.2429.RUMHYD_01084
476272.5.peg.1418	476272.21.peg.2430.RUMHYD_01085
476272.5.peg.1419	476272.21.peg.2431.RUMHYD_01086
476272.5.peg.1420	476272.21.peg.2432.RUMHYD_01087
476272.5.peg.1421	476272.21.peg.2433.RUMHYD_01088
476272.5.peg.1422	476272.21.peg.2434.RUMHYD_01089
476272.5.peg.1423	476272.21.peg.2435.RUMHYD_01090
476272.5.peg.1424	476272.21.peg.2436.RUMHYD_01091
476272.5.peg.1425	476272.21.peg.2437.RUMHYD_01092
476272.5.peg.1426	476272.21.peg.2438.RUMHYD_01093
476272.5.peg.1427	476272.21.peg.2439.RUMHYD_01094
476272.5.peg.1428	476272.21.peg.2440.RUMHYD_01095
476272.5.peg.1429	476272.21.peg.2441.RUMHYD_01096
476272.5.peg.1430	476272.21.peg.2442.RUMHYD_01097
476272.5.peg.1431	476272.21.peg.2443.RUMHYD_01098
476272.5.peg.1432	476272.21.peg.2444.RUMHYD_01099
476272.5.peg.1433	476272.21.peg.2445.RUMHYD_01100
476272.5.peg.1434	476272.21.peg.2446.RUMHYD_01101
476272.5.peg.1435	476272.21.peg.2447.RUMHYD_01102
476272.5.peg.1436	476272.21.peg.2448.RUMHYD_01103
476272.5.peg.1437	476272.21.peg.2449.RUMHYD_01104
476272.5.peg.1438	476272.21.peg.2450.RUMHYD_01105
476272.5.peg.1439	476272.21.peg.2451.RUMHYD_01106
476272.5.peg.1440	476272.21.peg.2452.RUMHYD_01107
476272.5.peg.1441	476272.21.peg.2453.RUMHYD_01108
476272.5.peg.1442	476272.21.peg.2454.RUMHYD_01109
476272.5.peg.1443	476272.21.peg.2455.RUMHYD_01110
476272.5.peg.1444	476272.21.peg.2456.RUMHYD_01111
476272.5.peg.1445	476272.21.peg.2457.RUMHYD_01112
476272.5.peg.1446	476272.21.peg.2458.RUMHYD_01113
476272.5.peg.1447	476272.21.peg.2459.RUMHYD_01114
476272.5.peg.1448	476272.21.peg.2460.RUMHYD_01115
476272.5.peg.1449	476272.21.peg.2461.RUMHYD_01116
476272.5.peg.1450	476272.21.peg.2464.RUMHYD_01119
476272.5.peg.1451	476272.21.peg.2466.RUMHYD_01120
476272.5.peg.1452	476272.21.peg.2467.RUMHYD_01121
476272.5.peg.1453	476272.21.peg.2468.RUMHYD_01122
476272.5.peg.1454	476272.21.peg.2470.RUMHYD_01124
476272.5.peg.1455	476272.21.peg.2471.RUMHYD_01125
476272.5.peg.841	476272.21.peg.2474.RUMHYD_01128
476272.5.peg.842	476272.21.peg.2476.RUMHYD_01130
476272.5.peg.843	476272.21.peg.2477.RUMHYD_01131
476272.5.peg.844	476272.21.peg.2478.RUMHYD_01132
476272.5.peg.845	476272.21.peg.2479.RUMHYD_01133
476272.5.peg.846	476272.21.peg.2480.RUMHYD_01134
476272.5.peg.847	476272.21.peg.2481.RUMHYD_01135
476272.5.peg.848	476272.21.peg.2483.RUMHYD_01136
476272.5.peg.849	476272.21.peg.2484.RUMHYD_01137
476272.5.peg.850	476272.21.peg.2485.RUMHYD_01138
476272.5.peg.851	476272.21.peg.2486.RUMHYD_01139
476272.5.peg.852	476272.21.peg.2487.RUMHYD_01140
476272.5.peg.853	476272.21.peg.2488.RUMHYD_01141
476272.5.peg.854	476272.21.peg.2489.RUMHYD_01142
476272.5.peg.856	476272.21.peg.2490.RUMHYD_01143
476272.5.peg.857	476272.21.peg.2491.RUMHYD_01144
476272.5.peg.858	476272.21.peg.2493.RUMHYD_01146
476272.5.peg.859	476272.21.peg.2494.RUMHYD_01147
476272.5.peg.860	476272.21.peg.2495.RUMHYD_01148
476272.5.peg.861	476272.21.peg.2496.RUMHYD_01149
476272.5.peg.862	476272.21.peg.2497.RUMHYD_01150
476272.5.peg.863	476272.21.peg.2499.RUMHYD_01152
476272.5.peg.864	476272.21.peg.2500.RUMHYD_01153
476272.5.peg.865	476272.21.peg.2501.RUMHYD_01154
476272.5.peg.866	476272.21.peg.2502.RUMHYD_01155
476272.5.peg.867	476272.21.peg.2503.RUMHYD_01156
476272.5.peg.868	476272.21.peg.2505.RUMHYD_01158
476272.5.peg.869	476272.21.peg.2506.RUMHYD_01159
476272.5.peg.870	476272.21.peg.2507.RUMHYD_01160
476272.5.peg.871	476272.21.peg.2508.RUMHYD_01161
476272.5.peg.872	476272.21.peg.2509.RUMHYD_01162
476272.5.peg.873	476272.21.peg.2510.RUMHYD_01163
476272.5.peg.874	476272.21.peg.2511.RUMHYD_01164
476272.5.peg.875	476272.21.peg.2513.RUMHYD_01166
476272.5.peg.876	476272.21.peg.2514.RUMHYD_01167
476272.5.peg.877	476272.21.peg.2515.RUMHYD_01168
476272.5.peg.878	476272.21.peg.2517.RUMHYD_01170
476272.5.peg.879	476272.21.peg.2519.RUMHYD_01172
476272.5.peg.880	476272.21.peg.2520.RUMHYD_01173
476272.5.peg.881	476272.21.peg.2521.RUMHYD_01174
476272.5.peg.882	476272.21.peg.2522.RUMHYD_01175
476272.5.peg.883	476272.21.peg.2523.RUMHYD_01176
476272.5.peg.884	476272.21.peg.2524.RUMHYD_01177
476272.5.peg.885	476272.21.peg.2525.RUMHYD_01178
476272.5.peg.886	476272.21.peg.2526.RUMHYD_01179
476272.5.peg.887	476272.21.peg.2527.RUMHYD_01180
476272.5.peg.888	476272.21.peg.2528.RUMHYD_01181
476272.5.peg.889	476272.21.peg.2529.RUMHYD_01182
476272.5.peg.890	476272.21.peg.2532.RUMHYD_01185
476272.5.peg.891	476272.21.peg.2534.RUMHYD_01187
476272.5.peg.892	476272.21.peg.2535.RUMHYD_01188
476272.5.peg.893	476272.21.peg.2536.RUMHYD_01189
476272.5.peg.894	476272.21.peg.2538.RUMHYD_01191
476272.5.peg.895	476272.21.peg.2539.RUMHYD_01192
476272.5.peg.896	476272.21.peg.2540.RUMHYD_01193
476272.5.peg.897	476272.21.peg.2541.RUMHYD_01194
476272.5.peg.898	476272.21.peg.2542.RUMHYD_01195
476272.5.peg.899	476272.21.peg.2543.RUMHYD_01196
476272.5.peg.900	476272.21.peg.2544.RUMHYD_01197
476272.5.peg.901	476272.21.peg.2545.RUMHYD_01199
476272.5.peg.903	476272.21.peg.2546.RUMHYD_01200
476272.5.peg.904	476272.21.peg.2547.RUMHYD_01201
476272.5.peg.905	476272.21.peg.2548.RUMHYD_01202
476272.5.peg.906	476272.21.peg.2549.RUMHYD_01203
476272.5.peg.907	476272.21.peg.2550.RUMHYD_01204
476272.5.peg.908	476272.21.peg.2551.RUMHYD_01205
476272.5.peg.909	476272.21.peg.2552.RUMHYD_01206
476272.5.peg.910	476272.21.peg.2553.RUMHYD_01207
476272.5.peg.911	476272.21.peg.2554.RUMHYD_01208
476272.5.peg.912	476272.21.peg.2556.RUMHYD_01209
476272.5.peg.913	476272.21.peg.2557.RUMHYD_01210
476272.5.peg.914	476272.21.peg.2558.RUMHYD_01211
476272.5.peg.915	476272.21.peg.2559.RUMHYD_01212
476272.5.peg.916	476272.21.peg.2560.RUMHYD_01213
476272.5.peg.917	476272.21.peg.2561.RUMHYD_01214
476272.5.peg.918	476272.21.peg.2563.RUMHYD_01216
476272.5.peg.919	476272.21.peg.2564.RUMHYD_01217
476272.5.peg.920	476272.21.peg.2565.RUMHYD_01218
476272.5.peg.921	476272.21.peg.2566.RUMHYD_01219
476272.5.peg.922	476272.21.peg.2567.RUMHYD_01220
476272.5.peg.923	476272.21.peg.2568.RUMHYD_01221
476272.5.peg.924	476272.21.peg.2569.RUMHYD_01222
476272.5.peg.925	476272.21.peg.2570.RUMHYD_01223
476272.5.peg.926	476272.21.peg.2571.RUMHYD_01224
476272.5.peg.927	476272.21.peg.2572.RUMHYD_01225
476272.5.peg.928	476272.21.peg.2573.RUMHYD_01226
476272.5.peg.929	476272.21.peg.2575.RUMHYD_01229
476272.5.peg.930	476272.21.peg.2576.RUMHYD_01230
476272.5.peg.931	476272.21.peg.2577.RUMHYD_01231
476272.5.peg.932	476272.21.peg.2578.RUMHYD_01232
476272.5.peg.933	476272.21.peg.2580.RUMHYD_01235
476272.5.peg.934	476272.21.peg.2581.RUMHYD_01236
476272.5.peg.935	476272.21.peg.2582.RUMHYD_01237
476272.5.peg.936	476272.21.peg.2583.RUMHYD_01238
476272.5.peg.937	476272.21.peg.2584.RUMHYD_01239
476272.5.peg.938	476272.21.peg.2585.RUMHYD_01240
476272.5.peg.939	476272.21.peg.2586
476272.5.peg.940	476272.21.peg.2587.RUMHYD_01241
476272.5.peg.941	476272.21.peg.2588.RUMHYD_01242
476272.5.peg.942	476272.21.peg.2589.RUMHYD_01243
476272.5.peg.943	476272.21.peg.2590.RUMHYD_01244
476272.5.peg.944	476272.21.peg.2591.RUMHYD_01245
476272.5.peg.945	476272.21.peg.2592.RUMHYD_01246
476272.5.peg.946	476272.21.peg.2594.RUMHYD_01248
476272.5.peg.947	476272.21.peg.2595.RUMHYD_01249
476272.5.peg.948	476272.21.peg.2596.RUMHYD_01250
476272.5.peg.949	476272.21.peg.2597.RUMHYD_01251
476272.5.peg.950	476272.21.peg.2603.RUMHYD_01255
476272.5.peg.951	476272.21.peg.2604.RUMHYD_01256
476272.5.peg.952	476272.21.peg.2605.RUMHYD_01257
476272.5.peg.953	476272.21.peg.2606.RUMHYD_01258
476272.5.peg.954	476272.21.peg.2607.RUMHYD_01259
476272.5.peg.955	476272.21.peg.2608.RUMHYD_01260
476272.5.peg.1020	476272.21.peg.2610.RUMHYD_01262
476272.5.peg.1021	476272.21.peg.2611.RUMHYD_01263
476272.5.peg.1022	476272.21.peg.2612.RUMHYD_01264
476272.5.peg.1023	476272.21.peg.2613.RUMHYD_01265
476272.5.peg.1024	476272.21.peg.2614.RUMHYD_01266
476272.5.peg.1025	476272.21.peg.2615.RUMHYD_01267
476272.5.peg.1026	476272.21.peg.2616.RUMHYD_01269
476272.5.peg.1027	476272.21.peg.2617.RUMHYD_01270
476272.5.peg.1028	476272.21.peg.2619.RUMHYD_01272
476272.5.peg.1029	476272.21.peg.2620.RUMHYD_01273
476272.5.peg.1030	476272.21.peg.2622.RUMHYD_01275
476272.5.peg.1031	476272.21.peg.2623.RUMHYD_01276
476272.5.peg.1032	476272.21.peg.2624.RUMHYD_01277
476272.5.peg.1033	476272.21.peg.2626.RUMHYD_01279
476272.5.peg.1034	476272.21.peg.2627.RUMHYD_01280
476272.5.peg.1035	476272.21.peg.2628.RUMHYD_01281
476272.5.peg.1036	476272.21.peg.2629.RUMHYD_01282
476272.5.peg.1037	476272.21.peg.2630.RUMHYD_01283
476272.5.peg.1038	476272.21.peg.2631.RUMHYD_01284
476272.5.peg.1039	476272.21.peg.2632.RUMHYD_01285
476272.5.peg.1040	476272.21.peg.2633.RUMHYD_01286
476272.5.peg.1041	476272.21.peg.2634.RUMHYD_01287
476272.5.peg.1042	476272.21.peg.2635.RUMHYD_01288
476272.5.peg.1043	476272.21.peg.2636.RUMHYD_01289
476272.5.peg.1044	476272.21.peg.2637
476272.5.peg.1045	476272.21.peg.2638.RUMHYD_01290
476272.5.peg.1046	476272.21.peg.2639.RUMHYD_01291
476272.5.peg.1047	476272.21.peg.2640.RUMHYD_01292
476272.5.peg.1048	476272.21.peg.2641.RUMHYD_01293
476272.5.peg.1049	476272.21.peg.2642.RUMHYD_01294
476272.5.peg.1050	476272.21.peg.2643.RUMHYD_01295
476272.5.peg.1051	476272.21.peg.2644.RUMHYD_01296
476272.5.peg.1052	476272.21.peg.2645.RUMHYD_01297
476272.5.peg.1053	476272.21.peg.2647.RUMHYD_01299
476272.5.peg.1054	476272.21.peg.2648.RUMHYD_01300
476272.5.peg.1055	476272.21.peg.2649.RUMHYD_01301
476272.5.peg.1056	476272.21.peg.2651.RUMHYD_01303
476272.5.peg.1057	476272.21.peg.2653.RUMHYD_01304
476272.5.peg.1058	476272.21.peg.2656.RUMHYD_01307
476272.5.peg.1059	476272.21.peg.2658.RUMHYD_01309
476272.5.peg.1060	476272.21.peg.2659.RUMHYD_01310
476272.5.peg.1061	476272.21.peg.2660.RUMHYD_01311
476272.5.peg.1062	476272.21.peg.2661.RUMHYD_01312
476272.5.peg.1063	476272.21.peg.2662.RUMHYD_01313
476272.5.peg.1064	476272.21.peg.2663.RUMHYD_01314
476272.5.peg.1065	476272.21.peg.2664.RUMHYD_01315
476272.5.peg.1066	476272.21.peg.2665.RUMHYD_01316
476272.5.peg.1067	476272.21.peg.2666.RUMHYD_01317
476272.5.peg.1068	476272.21.peg.2668.RUMHYD_01319
476272.5.peg.1069	476272.21.peg.2671.RUMHYD_01322
476272.5.peg.1070	476272.21.peg.2672.RUMHYD_01323
476272.5.peg.1071	476272.21.peg.2674.RUMHYD_01326
476272.5.peg.1072	476272.21.peg.2675.RUMHYD_01327
476272.5.peg.1073	476272.21.peg.2676.RUMHYD_01328
476272.5.peg.1074	476272.21.peg.2677.RUMHYD_01329
476272.5.peg.1075	476272.21.peg.2678.RUMHYD_01330
476272.5.peg.1076	476272.21.peg.2679.RUMHYD_01331
476272.5.peg.1077	476272.21.peg.2680.RUMHYD_01332
476272.5.peg.1078	476272.21.peg.2683.RUMHYD_01335
476272.5.peg.1079	476272.21.peg.2684.RUMHYD_01336
476272.5.peg.1080	476272.21.peg.2685.RUMHYD_01337
476272.5.peg.1081	476272.21.peg.2686.RUMHYD_01338
476272.5.peg.1082	476272.21.peg.2687.RUMHYD_01339
476272.5.peg.1083	476272.21.peg.2688.RUMHYD_01340
476272.5.peg.1084	476272.21.peg.2689.RUMHYD_01341
476272.5.peg.1085	476272.21.peg.2690.RUMHYD_01342
476272.5.peg.1086	476272.21.peg.2692.RUMHYD_01343
476272.5.peg.1087	476272.21.peg.2693.RUMHYD_01344
476272.5.peg.1088	476272.21.peg.2694.RUMHYD_01345
476272.5.peg.1089	476272.21.peg.2695.RUMHYD_01346
476272.5.peg.1090	476272.21.peg.2697.RUMHYD_01348
476272.5.peg.1091	476272.21.peg.2700.RUMHYD_01351
476272.5.peg.1092	476272.21.peg.2701.RUMHYD_01352
476272.5.peg.1094	476272.21.peg.2702.RUMHYD_01354
476272.5.peg.1095	476272.21.peg.2703.RUMHYD_01355
476272.5.peg.1097	476272.21.peg.2705.RUMHYD_01357
476272.5.peg.1098	476272.21.peg.2706.RUMHYD_01358
476272.5.peg.1099	476272.21.peg.2707.RUMHYD_01359
476272.5.peg.1100	476272.21.peg.2708.RUMHYD_01360
476272.5.peg.1101	476272.21.peg.2709.RUMHYD_01361
476272.5.peg.1102	476272.21.peg.2711.RUMHYD_01363
476272.5.peg.1103	476272.21.peg.2714.RUMHYD_01365
476272.5.peg.1104	476272.21.peg.2715.RUMHYD_01366
476272.5.peg.1105	476272.21.peg.2716
476272.5.peg.1106	476272.21.peg.2717.RUMHYD_01368
476272.5.peg.1107	476272.21.peg.2718.RUMHYD_01369
476272.5.peg.1108	476272.21.peg.2719.RUMHYD_01370
476272.5.peg.1109	476272.21.peg.2720.RUMHYD_01371
476272.5.peg.1110	476272.21.peg.2721.RUMHYD_01372
476272.5.peg.1111	476272.21.peg.2723.RUMHYD_01374
476272.5.peg.1112	476272.21.peg.2724.RUMHYD_01375
476272.5.peg.1113	476272.21.peg.2725.RUMHYD_01376
476272.5.peg.1114	476272.21.peg.2726.RUMHYD_01377
476272.5.peg.1115	476272.21.peg.2727.RUMHYD_01378
476272.5.peg.1116	476272.21.peg.2728.RUMHYD_01379
476272.5.peg.1117	476272.21.peg.2729.RUMHYD_01380
476272.5.peg.1118	476272.21.peg.2730.RUMHYD_01381
476272.5.peg.1119	476272.21.peg.2731.RUMHYD_01382
476272.5.peg.1120	476272.21.peg.2732.RUMHYD_01383
476272.5.peg.1121	476272.21.peg.2733.RUMHYD_01384
476272.5.peg.1122	476272.21.peg.2734.RUMHYD_01385
476272.5.peg.1123	476272.21.peg.2735.RUMHYD_01386
476272.5.peg.1124	476272.21.peg.2736.RUMHYD_01387
476272.5.peg.1125	476272.21.peg.2737.RUMHYD_01388
476272.5.peg.1126	476272.21.peg.2738.RUMHYD_01389
476272.5.peg.1127	476272.21.peg.2739.RUMHYD_01390
476272.5.peg.1128	476272.21.peg.2740.RUMHYD_01391
476272.5.peg.1129	476272.21.peg.2741.RUMHYD_01392
476272.5.peg.1130	476272.21.peg.2742.RUMHYD_01393
476272.5.peg.1131	476272.21.peg.2743.RUMHYD_01394
476272.5.peg.1132	476272.21.peg.2744.RUMHYD_01395
476272.5.peg.1133	476272.21.peg.2745.RUMHYD_01396
476272.5.peg.1134	476272.21.peg.2746.RUMHYD_01397
476272.5.peg.1135	476272.21.peg.2747.RUMHYD_01398
476272.5.peg.1136	476272.21.peg.2748.RUMHYD_01399
476272.5.peg.1137	476272.21.peg.2750.RUMHYD_01400
476272.5.peg.1138	476272.21.peg.2751.RUMHYD_01401
476272.5.peg.1151	476272.21.peg.2752.RUMHYD_01402
476272.5.peg.1152	476272.21.peg.2755.RUMHYD_01405
476272.5.peg.1153	476272.21.peg.2757.RUMHYD_01407
476272.5.peg.1154	476272.21.peg.2759.RUMHYD_01409
476272.5.peg.1155	476272.21.peg.2760.RUMHYD_01410
476272.5.peg.1156	476272.21.peg.2761.RUMHYD_01411
476272.5.peg.1157	476272.21.peg.2762.RUMHYD_01412
476272.5.peg.1158	476272.21.peg.2763.RUMHYD_01413
476272.5.peg.1159	476272.21.peg.2764.RUMHYD_01414
476272.5.peg.1160	476272.21.peg.2765.RUMHYD_01415
476272.5.peg.1161	476272.21.peg.2766.RUMHYD_01416
476272.5.peg.1162	476272.21.peg.2768.RUMHYD_01418
476272.5.peg.1163	476272.21.peg.2769.RUMHYD_01419
476272.5.peg.1164	476272.21.peg.2770.RUMHYD_01420
476272.5.peg.1165	476272.21.peg.2771.RUMHYD_01421
476272.5.peg.1166	476272.21.peg.2772.RUMHYD_01422
476272.5.peg.1167	476272.21.peg.2773.RUMHYD_01423
476272.5.peg.1168	476272.21.peg.2774.RUMHYD_01424
476272.5.peg.1169	476272.21.peg.2775.RUMHYD_01426
476272.5.peg.1170	476272.21.peg.2776.RUMHYD_01427
476272.5.peg.1171	476272.21.peg.2778.RUMHYD_01429
476272.5.peg.1172	476272.21.peg.2780.RUMHYD_01431
476272.5.peg.1173	476272.21.peg.2781.RUMHYD_01432
476272.5.peg.1174	476272.21.peg.2783.RUMHYD_01434
476272.5.peg.1175	476272.21.peg.2784.RUMHYD_01435
476272.5.peg.1176	476272.21.peg.2785.RUMHYD_01436
476272.5.peg.1177	476272.21.peg.2786.RUMHYD_01437
476272.5.peg.1178	476272.21.peg.2787.RUMHYD_01438
476272.5.peg.1179	476272.21.peg.2788.RUMHYD_01439
476272.5.peg.1180	476272.21.peg.2789.RUMHYD_01440
476272.5.peg.1181	476272.21.peg.2790.RUMHYD_01442
476272.5.peg.1182	476272.21.peg.2791.RUMHYD_01443
476272.5.peg.1183	476272.21.peg.2793.RUMHYD_01444
476272.5.peg.1184	476272.21.peg.2794.RUMHYD_01445
476272.5.peg.1185	476272.21.peg.2795.RUMHYD_01446
476272.5.peg.1186	476272.21.peg.2796.RUMHYD_01447
476272.5.peg.1187	476272.21.peg.2797.RUMHYD_01448
476272.5.peg.1188	476272.21.peg.2798.RUMHYD_01449
476272.5.peg.1189	476272.21.peg.2799.RUMHYD_01450
476272.5.peg.1190	476272.21.peg.2800.RUMHYD_01451
476272.5.peg.1191	476272.21.peg.2801.RUMHYD_01452
476272.5.peg.1192	476272.21.peg.2802.RUMHYD_01453
476272.5.peg.1193	476272.21.peg.2803.RUMHYD_01454
476272.5.peg.1194	476272.21.peg.2805.RUMHYD_01456
476272.5.peg.1195	476272.21.peg.2806.RUMHYD_01457
476272.5.peg.1196	476272.21.peg.2807.RUMHYD_01458
476272.5.peg.1197	476272.21.peg.2808.RUMHYD_01459
476272.5.peg.1198	476272.21.peg.2810.RUMHYD_01461
476272.5.peg.1199	476272.21.peg.2811.RUMHYD_01462
476272.5.peg.1200	476272.21.peg.2812.RUMHYD_01463
476272.5.peg.1201	476272.21.peg.2813.RUMHYD_01464
476272.5.peg.1202	476272.21.peg.2814.RUMHYD_01465
476272.5.peg.1203	476272.21.peg.2815.RUMHYD_01466
476272.5.peg.1205	476272.21.peg.2816.RUMHYD_01467
476272.5.peg.1206	476272.21.peg.2817.RUMHYD_01468
476272.5.peg.1207	476272.21.peg.2818.RUMHYD_01469
476272.5.peg.1208	476272.21.peg.2819.RUMHYD_01470
476272.5.peg.1209	476272.21.peg.2820.RUMHYD_01471
476272.5.peg.1210	476272.21.peg.2821.RUMHYD_01472
476272.5.peg.1211	476272.21.peg.2822.RUMHYD_01473
476272.5.peg.1212	476272.21.peg.2823.RUMHYD_01474
476272.5.peg.1213	476272.21.peg.2824.RUMHYD_01475
476272.5.peg.1214	476272.21.peg.2825.RUMHYD_01476
476272.5.peg.1215	476272.21.peg.2826.RUMHYD_01477
476272.5.peg.1216	476272.21.peg.2827.RUMHYD_01478
476272.5.peg.1217	476272.21.peg.2828.RUMHYD_01479
476272.5.peg.1218	476272.21.peg.2829.RUMHYD_01480
476272.5.peg.1219	476272.21.peg.2830.RUMHYD_01481
476272.5.peg.1220	476272.21.peg.2831.RUMHYD_01482
476272.5.peg.1221	476272.21.peg.2832.RUMHYD_01483
476272.5.peg.1222	476272.21.peg.2833.RUMHYD_01484
476272.5.peg.1223	476272.21.peg.2834.RUMHYD_01485
476272.5.peg.1224	476272.21.peg.2835.RUMHYD_01486
476272.5.peg.1225	476272.21.peg.2836
476272.5.peg.1226	476272.21.peg.2837.RUMHYD_01488
476272.5.peg.1227	476272.21.peg.2838.RUMHYD_01489
476272.5.peg.1228	476272.21.peg.2839.RUMHYD_01491
476272.5.peg.1230	476272.21.peg.2840.RUMHYD_01493
476272.5.peg.1231	476272.21.peg.2841.RUMHYD_01494
476272.5.peg.1232	476272.21.peg.2843.RUMHYD_01496
476272.5.peg.1233	476272.21.peg.2844.RUMHYD_01497
476272.5.peg.1234	476272.21.peg.2846.RUMHYD_01499
476272.5.peg.1235	476272.21.peg.2847.RUMHYD_01500
476272.5.peg.1236	476272.21.peg.2849.RUMHYD_01502
476272.5.peg.1237	476272.21.peg.2850.RUMHYD_01503
476272.5.peg.1238	476272.21.peg.2851.RUMHYD_01505
476272.5.peg.1239	476272.21.peg.2852.RUMHYD_01506
476272.5.peg.1240	476272.21.peg.2853.RUMHYD_01507
476272.5.peg.1241	476272.21.peg.2854.RUMHYD_01508
476272.5.peg.1242	476272.21.peg.2855.RUMHYD_01509
476272.5.peg.1243	476272.21.peg.2856.RUMHYD_01510
476272.5.peg.1244	476272.21.peg.2857.RUMHYD_01511
476272.5.peg.1245	476272.21.peg.2858.RUMHYD_01512
476272.5.peg.1246	476272.21.peg.2859.RUMHYD_01514
476272.5.peg.1247	476272.21.peg.2860.RUMHYD_01515
476272.5.peg.1248	476272.21.peg.2861.RUMHYD_01516
476272.5.peg.1249	476272.21.peg.2862.RUMHYD_01517
476272.5.peg.1250	476272.21.peg.2863.RUMHYD_01518
476272.5.peg.1251	476272.21.peg.2864.RUMHYD_01519
476272.5.peg.1252	476272.21.peg.2865
476272.5.peg.1253	476272.21.peg.2866.RUMHYD_01520
476272.5.peg.1254	476272.21.peg.2867.RUMHYD_01521
476272.5.peg.1255	476272.21.peg.2869.RUMHYD_01523
476272.5.peg.1256	476272.21.peg.2870.RUMHYD_01524
476272.5.peg.1257	476272.21.peg.2873.RUMHYD_01526
476272.5.peg.1258	476272.21.peg.2874.RUMHYD_01527
476272.5.peg.1259	476272.21.peg.2878.RUMHYD_01531
476272.5.peg.1260	476272.21.peg.2879.RUMHYD_01532
476272.5.peg.1261	476272.21.peg.2880.RUMHYD_01533
476272.5.peg.1262	476272.21.peg.2881.RUMHYD_01534
476272.5.peg.1263	476272.21.peg.2882.RUMHYD_01535
476272.5.peg.1264	476272.21.peg.2883
476272.5.peg.1265	476272.21.peg.2884.RUMHYD_01536
476272.5.peg.1266	476272.21.peg.2885.RUMHYD_01537
476272.5.peg.1267	476272.21.peg.2886.RUMHYD_01538
476272.5.peg.1268	476272.21.peg.2887.RUMHYD_01539
476272.5.peg.1269	476272.21.peg.2888.RUMHYD_01540
476272.5.peg.1270	476272.21.peg.2889.RUMHYD_01541
476272.5.peg.1271	476272.21.peg.2890.RUMHYD_01542
476272.5.peg.1272	476272.21.peg.2892.RUMHYD_01544
476272.5.peg.1273	476272.21.peg.2893.RUMHYD_01545
476272.5.peg.1274	476272.21.peg.2894
476272.5.peg.1275	476272.21.peg.2895.RUMHYD_01546
476272.5.peg.1276	476272.21.peg.2898.RUMHYD_01549
476272.5.peg.1277	476272.21.peg.2899.RUMHYD_01550
476272.5.peg.1278	476272.21.peg.2900.RUMHYD_01551
476272.5.peg.1279	476272.21.peg.2901.RUMHYD_01552
476272.5.peg.1280	476272.21.peg.2902.RUMHYD_01553
476272.5.peg.1281	476272.21.peg.2903.RUMHYD_01554
476272.5.peg.1282	476272.21.peg.2904.RUMHYD_01555
476272.5.peg.1283	476272.21.peg.2905.RUMHYD_01556
476272.5.peg.1284	476272.21.peg.2906.RUMHYD_01557
476272.5.peg.1285	476272.21.peg.2907.RUMHYD_01558
476272.5.peg.1286	476272.21.peg.2908.RUMHYD_01559
476272.5.peg.1287	476272.21.peg.2909.RUMHYD_01560
476272.5.peg.1288	476272.21.peg.2910.RUMHYD_01561
476272.5.peg.1289	476272.21.peg.2911.RUMHYD_01562
476272.5.peg.1290	476272.21.peg.2912.RUMHYD_01563
476272.5.peg.1291	476272.21.peg.2914.RUMHYD_01565
476272.5.peg.1292	476272.21.peg.2915.RUMHYD_01566
476272.5.peg.1293	476272.21.peg.2916.RUMHYD_01567
476272.5.peg.1294	476272.21.peg.2917.RUMHYD_01568
