geneID	bh_t32_A	bh_t32_B	bh_t32_C	bh_t72_A	bh_t72_B	bh_t72_C
RUMHYD_00495	741.18	2152	1023	63	82	46
RUMHYD_00496	8286.973	7032	10886.949	244	197	215
RUMHYD_00497	28194.212	43003.011	45049.74	978.487	843.207	523.486
RUMHYD_00498	3330.074	6599.989	5719.276	391.513	303.793	223.514
RUMHYD_00499	0	0	0	0	0	0
RUMHYD_00500	7740.966	3899	8101	312	363	214
RUMHYD_00501	880.524	785.97	1578.012	21	23.98	27
RUMHYD_00502	4340.476	3661.03	8531.988	232	158.02	132.836
RUMHYD_00503	12078.656	9681.178	14426.966	363	309	244.164
RUMHYD_00504	2614.569	1952.61	3637.462	61	45	36
RUMHYD_00505	10636.992	8865.511	14848.585	429	366	192
RUMHYD_00506	28142.024	41584.192	43410.882	1359.467	1146	834.052
RUMHYD_00507	34559.338	49491.667	57290.177	1568.433	1048	759.947
RUMHYD_00508	28446.383	47486.308	49093.29	2864.1	1739.995	1289.002
RUMHYD_00509	2005.617	3396	2277.278	240	165.005	109
RUMHYD_00510	4729.383	3954	6333.864	552	340	356.393
RUMHYD_00511	1274	942	1644	286	138	235.605
RUMHYD_00512	1193	1041	1520.778	248	115	132.002
RUMHYD_00513	449	251	500.222	92	50	51
RUMHYD_00514	120	66	96	41	36	92.013
RUMHYD_00515	616	685	667	50	48	123.987
RUMHYD_00516	1741	4666	3843.439	159	73	312
RUMHYD_00517	332	1077	803.561	29	30	126
RUMHYD_00518	5425.244	15041.545	10737.125	750.1	417	373.004
RUMHYD_00519	5810.888	17443.455	12357.875	368.9	136	201.996
RUMHYD_00520	2798.684	1116.877	2391.75	105.256	82.185	126
RUMHYD_00521	821.316	340.123	798.25	78.744	32.815	78
RUMHYD_00522	1335	650	970	95	38	71
RUMHYD_00523	477	147	499	39	53	90
RUMHYD_00524	326	153	384	6	48	44
RUMHYD_00525	7070.318	7653.225	7348.585	269.89	135	115
RUMHYD_00526	9659.548	13287.852	16593.273	294.334	162	78
RUMHYD_00527	11776.677	15119.459	20765.111	420.483	219.516	165.118
RUMHYD_00528	6139.588	8203.756	9450.481	197.996	118.484	129.712
RUMHYD_00529	9236.076	14298.471	16442.78	347.298	168	165.17
RUMHYD_00530	8101.807	14669.057	16670.951	1008	703	526
RUMHYD_00531	0	0	0	0	0	0
RUMHYD_00532	189	188	321	17	16	28
RUMHYD_00533	1337	1322	2349	102	76	57
RUMHYD_00534	2	0	2	0	0	0
RUMHYD_00535	16740.958	19653.15	14542.404	963.545	693.665	571.279
RUMHYD_00536	6594.854	7483.85	8147.596	420.455	306.335	224.721
RUMHYD_00537	70	44	86	23	9	46
RUMHYD_00538	1244.517	490.688	1534.085	103	89.505	128.012
RUMHYD_00539	5040.483	3377.312	7617.915	484	253.495	429.988
RUMHYD_00540	35494.768	49005.675	72257.794	1381	1007.568	478.008
RUMHYD_00541	21387.238	30234.914	46852.5	621	490.432	366.955
RUMHYD_00542	5274.498	7195.796	11233.046	264	221.529	249.037
RUMHYD_00543	8979.24	13692.039	15827.96	434.634	286.471	257
RUMHYD_00544	20472.913	26446.829	45020.22	1178.366	690	505
RUMHYD_00545	4	0	3	0	0	0
RUMHYD_00546	721183.753	767624.978	688214.297	4404.995	3573.689	1980
RUMHYD_00547	492983.886	573618.992	520141.278	1876.005	1679.311	914.996
RUMHYD_00548	26236.009	29506.152	18587.396	174	110	63.004
RUMHYD_00549	214738.236	229822.251	170903.214	1211	979.102	669
RUMHYD_00550	395954.17	560897.565	442078.222	3748.999	3718.898	1664.715
RUMHYD_00551	310304.846	530296.585	331581.56	7856.101	6615	3762.285
RUMHYD_00552	15058.176	16470.237	21039.1	188.901	135	80
RUMHYD_00553	94907.668	80128.319	76004.11	1079.669	968	564
RUMHYD_00554	105043.097	114168.48	64860.832	1659.39	1306.973	630.176
RUMHYD_00555	109427.844	143314.576	89761.168	3341.942	2660.027	1547.824
RUMHYD_00556	23392.948	72080.659	44949.069	1510	1075	527
RUMHYD_00557	734.32	169	417	102	52	215
RUMHYD_00558	32.68	3	23	4	0	0
RUMHYD_00559	1134	1009	2048	50	46	23
RUMHYD_00560	2038.005	852	2131	112	49	95.587
RUMHYD_00561	603.995	318	348	26	17	82.008
RUMHYD_00562	2548.479	1366.651	2320.848	170.1	89	113.405
RUMHYD_00563	1669.523	945.349	985.152	179.9	134	169
RUMHYD_00564	2574	1042	1850	268	178	175
RUMHYD_00565	24642.877	10383	17047.194	2253	1406.929	1251.121
RUMHYD_00566	3269	2051	2505	266	151.071	151.879
RUMHYD_00567	38073.305	16221.097	38961.126	1432	826	726
RUMHYD_00568	12676.003	8078	11457.477	433	466	327
RUMHYD_00569	955.96	413.057	650	34	25	61.645
RUMHYD_00570	6010.076	4366.943	6475.04	256	203	328.355
RUMHYD_00571	1	0	1	3	3	22
RUMHYD_00572	7	0	0	1	0	9
RUMHYD_00574	32	0	6	0	0	19
RUMHYD_00573	0	2	1	0	0	6
RUMHYD_00575	6	0	2	3	0	16
RUMHYD_00576	1270.365	536	1180	10	19	22
RUMHYD_00577	18	11	35	0	0	0
RUMHYD_00578	1846.808	651	1003	59.123	56	130
RUMHYD_00579	2469.612	1220.1	2252.561	116.12	47	104.352
RUMHYD_00580	26444.889	9961.213	21200.192	401.822	386.151	419.667
RUMHYD_00581	290827.385	168910.068	176800.149	5918.936	4452.849	3074.981
RUMHYD_00582	12342.165	11476.05	17024.736	752	709	541
RUMHYD_00583	5208	3796	7273	286	232	259
RUMHYD_00584	2122	1496	3290.991	282	190	127
RUMHYD_00585	6	10	19	1	6	6
RUMHYD_00586	20	33	18	6	0	7
RUMHYD_00587	36	67	25	11	5	14
RUMHYD_00588	6	0	1	0	0	4
RUMHYD_00589	3890	533	519	124.973	102	339
RUMHYD_00590	211	16	64	15	3	13
RUMHYD_00591	7690	5283	8020	547.027	242	344
RUMHYD_00592	685	774	918	143	45	132
RUMHYD_00593	1228.685	1548.448	1695.182	66	20	56
RUMHYD_00594	3102.315	3758.552	3958.818	159	70	79
RUMHYD_00595	9	28	22	8	1	6
RUMHYD_00596	828	2170.707	620	389	212	314.367
RUMHYD_00597	2436	1761	1938	89	84	324.633
RUMHYD_00598	6	0	2	0	0	2
RUMHYD_00599	30	2	22	8	3	52
RUMHYD_00600	245.501	172.781	204.586	9.704	12	8.684
RUMHYD_00601	25782.417	36803.396	32970.414	1154.296	864	859.316
RUMHYD_00602	26339.082	30932.862	35978	2570	2075	1501
RUMHYD_00603	756	935	581	205	49	305
RUMHYD_00604	545	782.552	1205	25	16	65
RUMHYD_00605	3428	5929.003	8001	590	410	629.974
RUMHYD_00606	2988	6437	10418.011	273	287	264.026
RUMHYD_00607	5	1	18	0	0	3
RUMHYD_00608	484	657	890	33	44	77.389
RUMHYD_00609	841.547	1118.433	1550.001	27	15	77.868
RUMHYD_00610	5879.453	9611.404	11051.239	212	142	220.14
RUMHYD_00611	984	1918.881	1955	86	51.19	130.12
RUMHYD_00612	1825	4189.119	3516	102	106.81	92.482
RUMHYD_00613	2689	5847	4731	144	198	192
RUMHYD_00614	285	774	276	52	25	87
RUMHYD_00615	388	1916	535	28	51	57
RUMHYD_00616	979.621	92	311	1	0	9
RUMHYD_00617	190.379	19	52	5	0	9
RUMHYD_00618	30326.375	72214.932	68941.043	1306	872	628
RUMHYD_00619	810	268	1084	79	43	115
RUMHYD_00620	475.74	323.359	844.068	35	29	91
RUMHYD_00621	43.26	12.641	56.932	0	1	0
RUMHYD_00622	5	1	10	0	0	6
RUMHYD_00623	62	41	86	14	0	8
RUMHYD_00624	22	9	20	0	6	12.711
RUMHYD_00625	838.931	417	1168	109	43.98	141.289
RUMHYD_00626	113.069	52	239	55	21.02	74
RUMHYD_00627	67	32	94	29	15	57
RUMHYD_00628	420	220	414	124	43	124
RUMHYD_00629	189	98	300	36	6	19
RUMHYD_00630	93	62	137	67	17	61.756
RUMHYD_00631	723	310	704	262	41	279.244
RUMHYD_00632	182	116	66	11	5	11
RUMHYD_00633	4898	8989	4870	594	439	386.863
RUMHYD_00634	2140	2125	1547	63.836	48	69.938
RUMHYD_00635	975	307	356	6.164	7	36.199
RUMHYD_00636	5879.482	3118.043	1564	179	181	105.055
RUMHYD_00637	12209.222	8358.939	6499	274	227.725	130.401
RUMHYD_00638	14559.689	15321.606	7333	606	538.275	469.767
RUMHYD_00639	8356.34	7566.173	5716.133	243.545	131.487	132.492
RUMHYD_00640	17906.863	25833.332	11749.753	440.27	396.513	245.978
RUMHYD_00641	4091.797	5369.407	2759.114	161.185	115	133.307
RUMHYD_00642	1961.067	544.98	966.165	20.006	19	17.356
RUMHYD_00643	8352.709	3217.02	4786.835	277.994	218	188.644
RUMHYD_00644	20916.671	10298.49	12838.887	496.757	579.67	271
RUMHYD_00645	21026.048	11148.651	12856.146	580.243	484.665	269
RUMHYD_00646	25742.653	11560.645	14502	458	425.665	234
RUMHYD_00647	115488.51	45888.043	53793.398	1833	2021	793
RUMHYD_00648	1	2	6	1	0	10
RUMHYD_00649	4805	1645	5074	166	86	81
RUMHYD_00650	94	24	168	12	0	44
RUMHYD_00651	160	100	135	19	3	92.975
RUMHYD_00652	504	399	692	169	56	150.025
RUMHYD_00653	476.946	1609.332	823.24	190	116	105.904
RUMHYD_00654	801.054	1151.668	1228.76	82	34	48.096
RUMHYD_00655	23	28.048	15	4.003	0	4
RUMHYD_00656	3030	3863.952	4070	260.997	266	492
RUMHYD_00657	0	0	0	0	0	0
RUMHYD_00659	629	831	1089	50	38	39
RUMHYD_00658	7	1	0	0	0	14
RUMHYD_00660	0	0	0	0	0	3
RUMHYD_00661	145	255.413	156	23	28	37.178
RUMHYD_00662	883	1492.587	1304	137.238	87	183.128
RUMHYD_00663	9	25	45	14.762	7	62.694
RUMHYD_00664	412	473	487	95	66	212.631
RUMHYD_00665	31	25	13	22	14	82.082
RUMHYD_00666	424	426	547	32	36	124.287
RUMHYD_00667	492	457	513	48	29	279
RUMHYD_00668	85	50	82	18	20	109
RUMHYD_00669	250	206	272	20	15	171.009
RUMHYD_00670	269	211	253	15	24	268.021
RUMHYD_00671	119	77	82	26	11	159.636
RUMHYD_00672	19	28	31	22	25	95.334
RUMHYD_00673	14	6	31	0	0	3
RUMHYD_00674	19117.141	7527.872	19835.973	1494.731	865	789.987
RUMHYD_00675	20816.753	7286.42	21340.023	1430.282	482	550.067
RUMHYD_00676	20701.245	6069.708	16744	719.987	397	511.973
RUMHYD_00677	22335.894	5465.671	12629.903	704.588	539	552.569
RUMHYD_00678	22502.586	3802.329	21083.268	495.412	359	416.404
RUMHYD_00679	0	4	10	0	0	0
RUMHYD_00680	3070	4061	4900	70	72	63
RUMHYD_00681	45	5	32	0	0	3
RUMHYD_00682	15369.074	17736.241	13118.827	1042	870	876.003
RUMHYD_00683	7125.545	5646.755	5791.954	407	292	317.997
RUMHYD_00684	579	442	437	191	59	91.236
RUMHYD_00685	3650	3142	2949.283	167	123	201.586
RUMHYD_00686	3132	2351	2773.717	66	81	148.178
RUMHYD_00687	37990.375	24918.548	35238.838	624.997	622	772
RUMHYD_00688	6195.202	2450.452	6407.162	97.003	90	150
RUMHYD_00689	317	883.012	817.013	12	9	89
RUMHYD_00690	106	197.988	170.987	1	0	2
RUMHYD_00691	2	0	0	0	0	0
RUMHYD_00692	600.135	1073.273	592	46.83	47.783	189.74
RUMHYD_00693	1329.865	1240.727	1368	79.17	73.217	251.26
RUMHYD_00694	233	210	161	23	9	86
RUMHYD_00695	41	15	11.189	12	6	34
RUMHYD_00696	1215	1036	1281	117	83	201
RUMHYD_00697	665	495	670	58	77	121
RUMHYD_00698	10	1	1	0	0	7
RUMHYD_00699	1038	917	1650	152	110	316
RUMHYD_00700	782.379	580	886.795	43	23	101.844
RUMHYD_00701	1031.79	720	1477.205	85	93	223.156
RUMHYD_00702	782	618	948	105	99	190
RUMHYD_00703	392	425	538	28	39	121
RUMHYD_00704	486	514	621	83	81	323.109
RUMHYD_00705	755	817	749	80	99	138.891
RUMHYD_00706	6624	5156	10702.013	175	110	96
RUMHYD_00707	2057	822.001	1269	31	50	86
RUMHYD_00708	1153	457.999	965	54	58	70.282
RUMHYD_00709	403	126	254	36	25	86.718
RUMHYD_00710	2013	1294	1532	85	54	118.993
RUMHYD_00711	1727	1604	1376	189	109	408.007
RUMHYD_00712	0	0	0	0	0	1
RUMHYD_00713	2235	2165	3257	262	251	219.632
RUMHYD_00714	1449.264	739	2511	142	48	140.368
RUMHYD_00715	7052	6834.14	9087	316	157	181
RUMHYD_00716	741	497	992	53	24	158
RUMHYD_00717	379.155	132.622	443.068	0	9	29.001
RUMHYD_00718	7955.845	4142.378	11092.932	211	210	304.999
RUMHYD_00719	2070.589	796	2520	91	42	196.82
RUMHYD_00720	941.746	328.6	1203.457	26.966	40	106.18
RUMHYD_00721	1147.673	551.4	2377.196	98.034	22	103.869
RUMHYD_00722	1106.13	722	1616.347	123	50	259.748
RUMHYD_00723	622.564	253.864	863	34	35	78.552
RUMHYD_00724	552.436	288.136	636	60	83	195.831
RUMHYD_00728	7374.618	9361.196	11295.078	314.397	200.945	201
RUMHYD_00729	13140.385	19357.826	16934.127	815.603	683.055	652
RUMHYD_00730	65.997	88.714	96	0	10	3
RUMHYD_00731	3195.683	2355.562	6186	106	101	136.025
RUMHYD_00732	11637.497	9906.189	18966.302	269	317	390.975
RUMHYD_00733	18898.805	20505.973	39324.748	829.667	492	489.398
RUMHYD_00734	15584.325	19766.464	29974.946	1077.333	666	719.602
RUMHYD_00735	10838	11192.44	17520	682	472	625
RUMHYD_00736	9425	12490	13145	586	409	447
RUMHYD_00737	1669	702	1267.657	62	70	54
RUMHYD_00738	4547.275	1689	6279.343	183	152	243
RUMHYD_00739	10186.361	43208.268	27132	1258	762	533
RUMHYD_00740	16067.832	24143.904	25266.195	776.718	474	538
RUMHYD_00741	5631.168	7455.084	8929.805	340.282	243	203.032
RUMHYD_00742	1212	968.553	1181	257	70	191.968
RUMHYD_00743	5325.27	6871.154	7826.159	508	398	371
RUMHYD_00744	0	0	0	0	0	0
RUMHYD_00745	7439	16896	11508	1614.769	547	485.777
RUMHYD_00746	1493	3767	1903	752.231	104	261.204
RUMHYD_00747	3577	2288	3937	167	127	274.019
RUMHYD_00748	12	15	37	0	0	0
RUMHYD_00749	2990.536	3344.162	1768.49	335.135	373.813	154.706
RUMHYD_00750	8271.461	10915.838	5675.51	628.865	553.187	392.294
RUMHYD_00751	5131.842	9621.947	22610.843	122.001	140	133.001
RUMHYD_00752	9919.148	19799.656	36488.157	474.999	306	350.772
RUMHYD_00753	7419.38	14891.974	32261	258.3	341	275.228
RUMHYD_00754	11181	33736.028	48809	745.7	754	455
RUMHYD_00756	21	22	13	0	0	0
RUMHYD_00755	8633	20730.578	23298.64	596	377	264
RUMHYD_00757	1472.488	3422.963	3966.272	76	24	23
RUMHYD_00758	10769.554	14863.52	19934.041	472.995	263	122
RUMHYD_00759	6039.334	6659.791	9346.709	148.895	61	70.993
RUMHYD_00760	2024.556	2070.007	3525.723	39.109	25	21.007
RUMHYD_00761	6107.046	6132.239	9127.135	168	121	88
RUMHYD_00762	2743	2157	2677	155	85	132
RUMHYD_00763	3241	2335.043	4026	302	159	210
RUMHYD_00764	933.547	816.83	1102.089	55.842	67.02	106.259
RUMHYD_00765	9968.832	9560.624	13061.568	711.155	376.98	697.308
RUMHYD_00766	333.621	382.342	506.343	40.003	31	62.432
RUMHYD_00767	565	409	556	65.133	97	84.348
RUMHYD_00768	6	7	9	22.865	4	27.652
RUMHYD_00769	1640	2482	2347	164.002	185	206.998
RUMHYD_00770	3111.979	2466.257	2928.998	154	76.937	161.002
RUMHYD_00771	9491.25	10186.323	10769.002	439	195.063	329
RUMHYD_00772	7062.771	5161.42	7291	519	253	305
RUMHYD_00773	3215	6024	5916	372	242	147
RUMHYD_00774	8560	4924	18864	943	569	702
RUMHYD_00775	820	1192	577	85	59	426
RUMHYD_00776	146	145	77	42	13	114
RUMHYD_00777	2692.467	6920.7	2972.064	515.063	362.641	532.515
RUMHYD_00778	3918.533	9307.3	4246.936	1001.937	482.635	440.444
RUMHYD_00779	752	2378	462	86	84.723	128.041
RUMHYD_00780	3339	6473.911	5296.858	355	215	146
RUMHYD_00781	2305.5	628	2364.001	269	136	308
RUMHYD_00782	3372.308	1248	3582.999	362	123	311
RUMHYD_00783	892.082	350	1006	78	62	93.933
RUMHYD_00784	93	12	43	6	10	98.067
RUMHYD_00785	2099	1159	2337	198	121	158
RUMHYD_00786	140	53	185	25	7	71
RUMHYD_00787	3627	2042	3647	200	153	305
RUMHYD_00788	1045.101	1001.958	2373.463	36.791	21	115
RUMHYD_00789	1093.071	1210.042	1459.537	73.209	81	180
RUMHYD_00790	156119.955	297463.79	321912.529	8349	5334	3288
RUMHYD_00791	93	23	91	7	0	12
RUMHYD_00792	48411.349	18948.483	59895.161	1073.761	764.732	754
RUMHYD_00793	56116.223	23720.597	54622.304	2326.239	1698.268	1119
RUMHYD_00794	8262	8872	9531	538	228	205
RUMHYD_00795	1789.145	1486.897	1378	338	115	227.731
RUMHYD_00796	46	30	86	0	0	0
RUMHYD_00797	0	0	0	0	0	0
RUMHYD_00798	14143.127	6498	22976	781	423	310
RUMHYD_00799	10010.772	1826.045	4519.751	177.245	125	143
RUMHYD_00800	75187.234	15390.955	38194.617	1643.755	956	1222
RUMHYD_00801	8	0	21	0	0	0
RUMHYD_00802	67990.049	30325.287	45129.32	416.994	150.688	505.464
RUMHYD_00803	36347.065	14099.606	20757.915	241.006	162.312	275.965
RUMHYD_00804	36720.705	14302.209	21548.441	272	124	296.571
RUMHYD_00805	0	0	0	0	0	0
RUMHYD_00806	494	398.331	1027.335	11	6	47.524
RUMHYD_00807	3303	5478	4186	263	93	289.476
RUMHYD_00808	3668	71677.961	4742	1225	351	709
RUMHYD_00809	1	6	1	0	0	0
RUMHYD_00810	3	1	2	0	0	0
RUMHYD_00811	0	0	0	0	0	0
RUMHYD_00812	426	50	166	15	0	76.659
RUMHYD_00813	1531.935	208	475	33	13	51.341
RUMHYD_00814	104.065	13	26	16	10	59
RUMHYD_00815	18	0	14	2	0	0
RUMHYD_00816	14472.58	3655	6737.996	250	230	352
RUMHYD_00817	10218.232	2589	5370.059	112	87	193.03
RUMHYD_00818	29253.333	9976	18159	562	339	543.343
RUMHYD_00819	11408.511	3354	7079	257	166	351.278
RUMHYD_00820	6873.489	2019	5825	145	106	213.35
RUMHYD_00821	7726.547	2491.437	5778.546	186	94	174.409
RUMHYD_00822	16171.719	5882.072	10294.245	596	368.534	433.917
RUMHYD_00823	7982.943	2256.727	5142.271	121.42	70.466	128.925
RUMHYD_00824	11013.152	3671.808	7856.77	165.271	83	135.749
RUMHYD_00825	22443.262	10525.957	16928.717	651.309	356	484.908
RUMHYD_00826	17453.673	10569.55	12755.074	493.76	238	308.779
RUMHYD_00827	3915.594	1810.232	2399.926	87.24	33	139.313
RUMHYD_00828	86722.973	47977.418	45932.001	2401	1401	1473
RUMHYD_00829	1	0	3	0	3	4
RUMHYD_00830	117	51.042	72	17	15	78.633
RUMHYD_00831	4722.876	3939.346	5995.782	226.883	172	383.367
RUMHYD_00832	2584.124	3287.612	2517.218	219.117	132	362.442
RUMHYD_00833	404	589	426	42	23	89.558
RUMHYD_00834	17541	18106	23403.224	1377	860	1086
RUMHYD_00835	22.003	26.464	6	0	0	51.625
RUMHYD_00836	25	36	42	19	16	87.375
RUMHYD_00837	31	17	24	8	19	164.001
RUMHYD_00838	6	12	3	6	0	68.287
RUMHYD_00839	2690.066	1077.642	1923.881	90	86	135.75
RUMHYD_00840	8066.591	3308.432	6523	277	262	349.684
RUMHYD_00841	213.327	54.21	150	36	21	96.316
RUMHYD_00842	695	373	373	57	53	77
RUMHYD_00843	20439.672	3450.516	3195.16	7093.914	1711.762	3089.16
RUMHYD_00844	570.911	155.989	83.948	65	32.682	83.557
RUMHYD_00845	18	19	10	1	12	90.712
RUMHYD_00846	41	31	14	4	2	74
RUMHYD_00847	7318	8284	10878	374	184	119
RUMHYD_00848	3	6	10	0	0	0
RUMHYD_00849	12861.662	3963.4	17924.175	855.987	461	342.075
RUMHYD_00850	16944.757	4968.6	14454.476	968.013	526	522.925
RUMHYD_00851	268.045	385	591.351	18	17	31.469
RUMHYD_00852	4019.411	3886	3221.995	390	240	301.225
RUMHYD_00853	3911.589	3231	3950.005	267.999	238	243.306
RUMHYD_00854	5980	7072.008	6160	383.996	242.547	359
RUMHYD_00855	28070.276	25430.72	29931.529	1166.853	1064.453	1226
RUMHYD_00856	14818.724	9658.286	11856.471	406.151	389	432
RUMHYD_00857	0	2	8	0	0	0
RUMHYD_00858	3318.949	1142	2131	94	68	82.793
RUMHYD_00859	39648.063	9299.572	25967.913	930	552	567.798
RUMHYD_00860	52517.35	25000.965	53002.106	1209.549	807.159	571.409
RUMHYD_00861	6114.689	1691.464	6127.207	101.451	57.841	69
RUMHYD_00862	26617.014	18164.539	29150.333	782.413	546.904	465
RUMHYD_00863	6637.572	3809.096	6858.986	134.587	96.096	91
RUMHYD_00864	2403.702	1011.715	2253	60	24	61.337
RUMHYD_00865	26252.194	16336.286	28225.05	1265	758	682.663
RUMHYD_00866	289.66	144	771.95	9	12	19
RUMHYD_00867	113	32	60	14	19	67.001
RUMHYD_00869	21876	19754.001	23814	902	597	456.999
RUMHYD_00870	7093	9610	11742	190	180	110
RUMHYD_00871	4	2	10	0	0	4
RUMHYD_00872	691.737	485	515	95	55	127.709
RUMHYD_00873	4569	2246	4600	265	214	338.291
RUMHYD_00874	3516	1681.07	5161	161	182	196
RUMHYD_00875	308	167	381	26	7	22
RUMHYD_00876	3211.384	1333	2964.65	202	101	365.542
RUMHYD_00877	1569.616	456	1397.35	75.639	65	137.075
RUMHYD_00878	389.031	158.216	394.882	109.647	33	125.657
RUMHYD_00879	7390.524	1940.509	5341.118	347.638	255	337.726
RUMHYD_00880	18964.573	4659.275	18569.999	322.445	191	249
RUMHYD_00881	5003.063	1024	3991	140.631	110	162
RUMHYD_00882	374	71	183	0	12	15
RUMHYD_00883	339	53	170	45	17	312
RUMHYD_00884	2252	11930	4487	638	574	538
RUMHYD_00885	45293.328	60772.674	63854	4356	2347	1453
RUMHYD_00886	2728.832	2699	4242	227.003	147	153
RUMHYD_00887	2951.168	2428	2222	241.997	136	275
RUMHYD_00888	2793	1729.959	2688	206	125	170.386
RUMHYD_00889	2911.802	1805	3189.148	140	46	134.614
RUMHYD_00890	6023.198	4189	6583	386	271	418
RUMHYD_00891	7016.999	3593	5797	340.008	117	164
RUMHYD_00892	4413.001	1813	3832	152.992	159	180
RUMHYD_00893	4622.74	7826.228	9335.437	246.459	145	124
RUMHYD_00894	10031.26	15418.772	19953.563	422.541	330	177
RUMHYD_00895	0	0	0	3	0	11
RUMHYD_00896	3049	3371	3304	387	271	266.062
RUMHYD_00897	2290	2020	1762	165	150	187.938
RUMHYD_00898	3151.515	3511.493	2847	259	146	218
RUMHYD_00899	6430.485	6055.507	7605	327	260	380
RUMHYD_00900	2758	2227	3460	80	57	84
RUMHYD_00901	492	641	460	482	90	85
RUMHYD_00902	356	607	402	40	4	68
RUMHYD_00903	969	676	1058	38	46	34
RUMHYD_00904	107	122	123	18	7	91
RUMHYD_00905	75	36	41	4	8	139
RUMHYD_00906	378	233	331	8	28	265
RUMHYD_00907	3201.009	760	2735	184	77	182
RUMHYD_00908	1008	164	679	112	36	166.492
RUMHYD_00909	155	40	117	14	16	31.508
RUMHYD_00910	285.165	212.353	193	22.115	30	24
RUMHYD_00911	176.835	91.647	183	23.885	20	63
RUMHYD_00912	419	222	529	10	11	18
RUMHYD_00913	86	88	55	27	31	131.289
RUMHYD_00914	3893.687	3642.663	3298	626	512	569.711
RUMHYD_00915	5416.313	2954.337	5971	534.507	314	489.001
RUMHYD_00916	1113.649	1127.845	1443.568	113.166	84	92.718
RUMHYD_00917	2712.351	2868.155	3593.543	325.326	219	337.281
RUMHYD_00918	45.82	69.339	64	8	10	42.822
RUMHYD_00919	683.18	839.518	1104	102.777	18	39.178
RUMHYD_00920	10192.502	9581.979	13957	952.223	490	837
RUMHYD_00921	3048.262	3077.918	5372.375	190	112	185.25
RUMHYD_00922	9310.602	9747.959	13554.872	409.646	328	364.75
RUMHYD_00923	4837.475	2731.357	4350.754	371.354	169	325.632
RUMHYD_00924	3223.304	1854.627	4199.529	161.409	126	170.368
RUMHYD_00925	12028.719	6216.373	13326.512	376.591	288	291
RUMHYD_00926	5986	1681	6650	1026	573	372
RUMHYD_00927	39682.95	13550	51677.159	1600.769	1063	991
RUMHYD_00928	321	95	348	30.231	9.809	58
RUMHYD_00929	348	163	103	24	2.191	159
RUMHYD_00930	6018	3501.003	5331	298	214	264
RUMHYD_00931	23	12	19	1	5	72.045
RUMHYD_00932	6	0	13	4	1	16.955
RUMHYD_00933	323	330	502	39	22	63.609
RUMHYD_00934	323.837	352.086	341.37	33	29	145.759
RUMHYD_03367	366	239	285	67	44	125
RUMHYD_03368	4446	2993	3243	56	39	57
RUMHYD_03369	43	17	21	3	6	7
RUMHYD_03370	1511	1754	1703.459	137	87	229.303
RUMHYD_03371	1526	2078	1969.541	167	131	77.697
RUMHYD_03372	4415	5160.22	6322.974	177	132	265
RUMHYD_03373	2304	2891.078	3058	162	219	256
RUMHYD_03374	961	1109.702	969	101	65	165
RUMHYD_03375	219.61	24	73	10	6	78.099
RUMHYD_03376	270.39	27	104.231	12	19	109.901
RUMHYD_03377	254	32	138.769	8	8	42
RUMHYD_03378	1767	253	846	79	63	161
RUMHYD_03379	3	0	0	0	0	9
RUMHYD_03380	6	0	0	0	0	5
RUMHYD_03381	3478	444	1276	284	178	237
RUMHYD_03382	10305.895	2436	6449	958	529	188
RUMHYD_03383	0	0	0	0	0	0
RUMHYD_03384	1037	989	959	212	51	183
RUMHYD_03385	944	883	934	71	36	103
RUMHYD_03386	5637.969	1233	3079	119	105	393
RUMHYD_03387	0	0	2	4	6	35
RUMHYD_03388	6257	3668	4543	160	79	286
RUMHYD_03389	2312	3173	3137	236	92	574
RUMHYD_03390	0	0	0	0	0	4
RUMHYD_03391	288.277	161.111	116.986	10	21	30
RUMHYD_03392	659.57	368.126	433.737	60	32	56
RUMHYD_03393	1724.153	907.764	923.277	174	134	166.638
RUMHYD_03394	2680	2221.072	1960	339	145	418.362
RUMHYD_03395	434	334.928	301	74	39	130
RUMHYD_03396	5064.503	4251.005	5133	842.497	372	413.341
RUMHYD_03397	3227.497	2556.998	3683	525.632	255	361.069
RUMHYD_03398	3697	3593.997	2834	964.645	342	454.59
RUMHYD_03399	322	326	256	92.227	22	127
RUMHYD_03401	22325.458	44307	15895	10092	4378	6385.901
RUMHYD_03402	3805	3040	3011	1178	520	606.099
RUMHYD_03403	44	53	32	0	4	13
RUMHYD_03404	3388	2698	2474	1127	253	211
RUMHYD_03405	1804	1204	1952	127	52	160.528
RUMHYD_03406	1739	1209	1435	299	77	248.472
RUMHYD_03407	54	16	50	2	0	3
RUMHYD_03408	1653	1524	1075	226	137	275
RUMHYD_03409	323	618.689	676	233	158	237.975
RUMHYD_03410	119	202.311	96	163	148	258.968
RUMHYD_03411	43	42	52	23	22	213.057
RUMHYD_03412	283	433	360	204.151	149	290.363
RUMHYD_03413	72	154	107	51.849	33	109.637
RUMHYD_03414	43	116	51	24	7	83
RUMHYD_03415	63.002	176	81	25	49	67
RUMHYD_03416	4.998	14	5	11	0	12
RUMHYD_03417	112	198	128	25	57	176
RUMHYD_03418	110	177	85	91	121	326
RUMHYD_03419	142	311	162	82.775	54	192.549
RUMHYD_03420	63	119	90	90.225	60	226.969
RUMHYD_03421	184	174	86	54	66	67.482
RUMHYD_03422	1652	1387	736	141	194	189
