geneID	patricID	transcriptID	function	bh_t14_A	bh_t14_B	bh_t14_C	bh_t32_A	bh_t32_B	bh_t32_C	bh_t72_A	bh_t72_B	bh_t72_C	l2fc_32_12	adjP_32_12	l2fc_32_72	adjP_32_72
RUMHYD_00139	fig|476272.21.peg.3145	EEG50937	Proline/sodium symporter PutP (TC 2.A.21.2.1) @ Propionate/sodium symporter	535.043734	480.097238	506.967995	567.512097	213.793133	743.509362	58.310767	89.281234	58.367348	0.745826466	0.198655376	-2.114403595	0.000259095
RUMHYD_00472	fig|476272.21.peg.3478	EEG50596	"Sodium-dependent transporter, SNF family"	57.807742	32.469679	40.481917	49.635809	18.145157	60.114992	9.819206	15.605067	32.173937	0.753787228	0.198671079	-0.571291253	0.386416213
RUMHYD_03640	fig|476272.21.peg.318	EEG47495	hypothetical protein	2.814314	3.715605	1.933742	6.449559	10.797011	8.749018	1.957579	2.292941	5.762932	-0.832761983	0.198671079	-0.834522276	0.363498905
RUMHYD_00372	fig|476272.21.peg.3380	EEG50658	hypothetical protein	43.122178	33.344853	37.33432	49.567816	25.044595	51.03047	4.6418	17.599168	22.331138	0.623110799	0.200588714	-0.999042217	0.121058762
RUMHYD_01225	fig|476272.21.peg.2572	EEG49844	hypothetical protein	121.977421	36.207371	63.932132	79.353093	87.042318	77.987968	28.734087	53.065307	36.345506	0.718670807	0.201875835	-0.466720285	0.502396417
RUMHYD_01627	fig|476272.21.peg.2978	EEG49432	hypothetical protein	63.741885	18.812725	24.866637	30.523026	43.580192	26.159252	4.824665	16.21994	7.506833	0.781870406	0.20254259	-1.22627359	0.079092632
RUMHYD_03157	fig|476272.21.peg.1281	EEG47984	Phosphoglucosamine mutase (EC 5.4.2.10)	24.423861	28.409067	28.737546	28.023555	30.613041	33.412223	18.094843	22.925385	35.831822	0.567555036	0.20254259	0.375362605	0.488086998
RUMHYD_00855	fig|476272.21.peg.3863	EEG50213	DNA polymerase III polC-type (EC 2.7.7.7)	53.846933	47.92788	67.539207	121.507193	135.179355	139.228996	24.242003	52.764939	43.816327	-0.533992757	0.203511563	-1.065172484	0.017401676
RUMHYD_02366	fig|476272.21.peg.1800	EEG48769	SSU ribosomal protein S6p	587.392039	796.671077	687.616796	1029.035284	493.211025	1068.182858	344.51846	322.715841	226.175542	0.708527651	0.203511563	-0.852294362	0.198678622
RUMHYD_02434	fig|476272.21.peg.1864	EEG48667	Septum formation protein Maf	6.239521	6.341424	6.586712	13.624167	24.650001	17.056542	12.232541	20.651577	31.825889	-0.728090871	0.203511563	0.748196244	0.285652471
RUMHYD_00147	fig|476272.21.peg.3152	EEG50945	hypothetical protein	40.902971	11.800695	12.515202	24.180541	19.496713	15.34911	4.39134	0	18.843717	1.10375626	0.203824076	-0.959166656	0.668693309
RUMHYD_00885	fig|476272.21.peg.3893	EEG50178	hypothetical protein	376.318353	229.176459	285.634358	519.229978	855.30197	777.009794	240.806464	307.916616	138.110316	-0.594025036	0.205459424	-0.837304855	0.194665509
RUMHYD_03241	fig|476272.21.peg.1366	EEG47865	Phosphate regulon transcriptional regulatory protein PhoB (SphR)	11.486652	5.724375	8.508678	15.146717	32.740772	23.516491	8.937064	9.481613	15.993587	-0.744129425	0.206268136	-0.447358246	0.57658556
RUMHYD_00557	fig|476272.21.peg.3563	EEG50514	D-alanyl-D-alanine carboxypeptidase (EC 3.4.16.4)	10.900413	8.415888	9.73776	15.41362	4.353553	9.14216	10.390519	12.481253	37.63295	0.769944899	0.207056369	1.61710617	0.018392283
RUMHYD_02505	fig|476272.21.peg.1935	EEG48592	hypothetical protein	15.133786	6.170135	13.022155	12.399872	13.694645	9.444141	4.85368	11.115084	72.978966	0.944882837	0.207169927	1.536421575	0.24762504
RUMHYD_02057	fig|476272.21.peg.1488	EEG49026	Hypoxanthine-guanine phosphoribosyltransferase (EC 2.4.2.8)	172.985294	56.703038	94.185701	135.866234	88.41526	123.04722	18.408881	57.071648	71.51782	0.675801397	0.208892718	-0.764041039	0.182925328
RUMHYD_02556	fig|476272.21.peg.687	EEG48554	hypothetical protein	117.36572	69.346593	62.50245	102.131102	99.830301	94.745308	19.636684	33.165374	44.499016	0.576865623	0.208941181	-1.06784733	0.042244952
RUMHYD_01384	fig|476272.21.peg.2733	EEG49704	"ABC transporter, ATP-binding protein (cluster 2, ribose/xylose/arabinose/galactose) / ABC transporter, ATP-binding protein (cluster 2, ribose/xylose/arabinose/galactose)"	0.930855	1.008802	0.261107	0.897825	0.104965	0.436613	9.84574	5.054778	44.740477	1.404378105	0.209620511	5.888396119	4.36E-12
RUMHYD_02926	fig|476272.21.peg.1060	EEG48168	hypothetical protein	5.841488	4.192365	6.681785	15.804803	11.235437	17.370714	3.161266	10.093424	15.135929	-0.644987085	0.209620511	-0.16699911	0.854376008
RUMHYD_03334	fig|476272.21.peg.610	EEG47784	hypothetical protein	0	6.338706	3.73837	2.12825	1.734084	1.425359	19.262281	0	53.963714	2.088057575	0.209733213	4.255140377	0.005076378
RUMHYD_02360	fig|476272.21.peg.1795	EEG48764	Coenzyme A ligase	172.027197	59.450565	69.358607	260.005096	163.850295	387.870297	45.150532	85.466676	76.638169	-0.75294271	0.210610696	-1.29820585	0.009506183
RUMHYD_00698	fig|476272.21.peg.3703	EEG50375	hypothetical protein	9.399019	7.893555	9.130158	8.290433	1.006139	0.889129	0	0	52.326517	2.215215933	0.210633908	2.49575506	0.499765291
RUMHYD_01784	fig|476272.21.peg.2161	EEG49311	hypothetical protein	62.217994	56.612116	42.13179	100.693747	32.670621	9.465447	58.959398	65.570034	38.086082	1.044479521	0.210633908	1.000155534	0.274152977
RUMHYD_00714	fig|476272.21.peg.3719	EEG50369	Iron-sulfur cluster assembly ATPase protein SufC	69.30662	37.804437	59.396283	50.104786	31.34023	88.648726	24.041071	18.95296	40.787263	0.719092549	0.210878219	-0.350824016	0.635635899
RUMHYD_03701	fig|476272.21.peg.381	EEG47408	Osmosensitive K+ channel histidine kinase KdpD	33.660338	24.716808	24.522633	26.190667	29.416244	36.997322	12.467058	28.099042	29.935476	0.539813426	0.210878219	0.208467357	0.716048909
RUMHYD_03189	fig|476272.21.peg.1314	EEG47905	hypothetical protein	8.669984	7.865424	10.306818	11.924543	7.160997	10.684962	4.471274	4.95802	5.546976	0.615470055	0.210878219	-0.26661311	0.761723348
RUMHYD_01962	fig|476272.21.peg.2002	EEG49151	hypothetical protein	9.54479	2.556412	1.142415	30.268388	58.312981	1.711675	86.002974	265.313906	187.652366	-1.774477862	0.211577472	3.016426944	0.004101572
RUMHYD_00034	fig|476272.21.peg.3040	EEG50977	hypothetical protein	11.534454	4.221114	0	2.572724	3.130422	1.977829	1.632316	0	8.334491	2.054002623	0.211628535	0.717214958	0.851797635
RUMHYD_00228	fig|476272.21.peg.3233	EEG50834	hypothetical protein	0	2.22068	0	0	0	0.158438	0	10.45833	40.710733	4.704694639	0.211980888	8.14224216	0.000518808
RUMHYD_00768	fig|476272.21.peg.3770	EEG50289	hypothetical protein	0	0	0	1.383735	1.974614	1.788259	26.869527	10.737086	54.619944	-4.03281508	0.212197775	4.67111539	5.26E-05
RUMHYD_01162	fig|476272.21.peg.2509	EEG49921	hypothetical protein	0	0.12363	0.186137	0.912299	0.351821	0.944792	1.96761	1.787577	35.828863	-1.987248952	0.212280918	4.464374949	2.74E-05
RUMHYD_02796	fig|476272.21.peg.926	EEG48294	SSU ribosomal protein S5p (S2e)	1073.063032	477.995772	800.718761	958.507008	273.025081	1103.115903	181.739886	166.862205	207.509009	0.817180188	0.212603785	-1.357191647	0.031818363
RUMHYD_01681	fig|476272.21.peg.2051	EEG49384	hypothetical protein	6.14725	2.747941	4.923188	11.327093	14.082232	9.426482	2.579458	7.024276	13.166782	-0.659756453	0.212658657	-0.148907153	0.858947012
RUMHYD_03243	fig|476272.21.peg.1368	EEG47867	hypothetical protein	8.34116	0	0	0.510793	0	0	0	0	41.655171	4.703670549	0.213498575	6.19914037	0.125058798
RUMHYD_00815	fig|476272.21.peg.3821	EEG50255	hypothetical protein	0	0	0	11.417602	0	9.118947	6.709636	0	0	-4.421941878	0.213643837	-0.356205401	0.949006884
RUMHYD_00245	fig|476272.21.peg.3251	EEG50851	hypothetical protein	8.06616	1.369034	3.066048	6.218445	30.933817	9.19702	5.596456	3.374564	55.667815	-1.190196196	0.213705451	0.724059747	0.562218415
RUMHYD_00036	fig|476272.21.peg.3042	EEG50979	ErfK/YbiS/YcfS/YnhG family protein	290.638804	116.987926	168.125824	469.363086	534.880797	385.150514	89.702262	141.498103	74.344401	-0.616540798	0.214298421	-1.434115031	0.008439992
RUMHYD_00939	fig|476272.21.peg.2287	EEG50135	tRNA (guanine(46)-N(7))-methyltransferase (EC 2.1.1.33)	5.328981	1.017722	1.856129	10.157904	10.435275	5.448613	5.035016	10.468724	34.862794	-0.982198122	0.214298421	1.342600215	0.097689815
RUMHYD_01606	fig|476272.21.peg.2956	EEG49470	hypothetical protein	13.566702	6.273108	5.899644	13.699516	6.040061	3.396783	3.429293	10.930059	27.797438	0.895657514	0.214490942	1.282047075	0.144189742
RUMHYD_02276	fig|476272.21.peg.1709	EEG48826	L-asparaginase (EC 3.5.1.1)	0	0.311033	0.680762	0.189688	0.116387	0.024652	0.576409	6.505709	39.492385	2.39551744	0.216214379	7.387263324	3.15E-10
RUMHYD_01276	fig|476272.21.peg.2623	EEG49800	hypothetical protein	0.49018	0.46743	0.234337	3.943653	0.558436	0.926849	1.367684	2.973161	21.356003	-1.379407891	0.217926839	2.59818038	0.01888583
RUMHYD_02896	fig|476272.21.peg.1028	EEG48265	hypothetical protein	0.960039	1.119633	0.664504	0.748838	0.848088	0.50476	0	1.64561	9.168906	1.174635852	0.21840936	2.589957802	0.110132894
RUMHYD_00480	fig|476272.21.peg.3486	EEG50604	Signal peptidase I (EC 3.4.21.89)	303.142272	89.696523	177.588539	193.796611	173.102844	233.460058	43.363554	105.826624	75.899241	0.675724369	0.218548222	-0.823556797	0.116173969
RUMHYD_01537	fig|476272.21.peg.2885	EEG49504	hypothetical protein	7.018044	2.658215	3.440144	5.295934	2.520939	4.503914	0.564775	6.944611	11.153299	0.811249698	0.218571286	0.981836341	0.377867092
RUMHYD_00298	fig|476272.21.peg.3304	EEG50783	Na+/H+ antiporter	56.814617	122.612067	55.218751	98.53091	61.416274	83.003549	13.55964	28.624138	26.186558	0.750556499	0.219139535	-1.186427428	0.011131517
RUMHYD_03844	fig|476272.21.peg.528	EEG47278	hypothetical protein	42.022786	51.294717	57.416417	85.639826	32.14741	66.957755	12.657677	43.907617	40.939828	0.742912454	0.219139535	-0.500724114	0.603595167
RUMHYD_01749	fig|476272.21.peg.2125	EEG49321	hypothetical protein	66.536078	11.755039	31.468613	67.369997	22.363416	3.306556	145.076454	173.435088	175.886075	1.286726291	0.219326674	3.083877421	0.00051342
RUMHYD_00045	fig|476272.21.peg.3051	EEG50988	N-acetylmuramoyl-L-alanine amidase (EC 3.5.1.28)	24.110536	9.212816	15.818613	39.031111	49.817536	36.61706	11.642657	23.158358	35.922004	-0.644407628	0.219555008	-0.306444102	0.633317193
RUMHYD_03710	fig|476272.21.peg.390	EEG47417	Ribulose-5-phosphate 4-epimerase and related epimerases and aldolases	1.115115	0	0.067008	1.927014	2.269025	2.346244	0.189228	5.720432	29.856249	-1.87286478	0.219615751	2.676534891	0.029519242
RUMHYD_00124	fig|476272.21.peg.3130	EEG50922	"Branched-chain amino acid ABC transporter, permease protein LivH (TC 3.A.1.4.1)"	6.761206	4.019615	3.75333	8.917357	16.195563	13.77534	3.176713	7.512971	9.677843	-0.706512909	0.220108534	-0.406734152	0.6205596
RUMHYD_00380	fig|476272.21.peg.3387	EEG50666	Manganese catalase (EC 1.11.1.6) => Spore coat protein CotJC	4.142536	4.098789	5.267613	7.491822	1.716432	3.285627	1.012229	6.577895	15.272663	0.945848347	0.220593369	1.249951215	0.291116223
RUMHYD_01271	fig|476272.21.peg.2618	EEG49812	hypothetical protein	0	3.780587	3.547232	23.977127	18.402381	8.497336	1.996718	0	61.75902	-1.703229902	0.220593369	0.458241582	0.843821894
RUMHYD_00561	fig|476272.21.peg.3566	EEG50518	Segregation and condensation protein B	11.790303	4.295683	8.044429	30.444358	19.653832	17.469674	6.482006	9.773144	34.998824	-0.712876705	0.220910019	0.03012315	0.978091255
RUMHYD_00095	fig|476272.21.peg.3101	EEG51038	hypothetical protein	0.852033	0	0.271536	0.086056	0.052806	0.202057	0.522229	2.214007	13.981926	2.316013407	0.221082919	5.921217967	1.44E-06
RUMHYD_00893	fig|476272.21.peg.3901	EEG50186	Aspartate carbamoyltransferase regulatory chain (PyrI)	314.73885	135.241171	195.312785	365.027423	757.891675	704.566139	97.918038	130.321523	83.927778	-0.696878463	0.22127813	-1.887261975	0.001207987
RUMHYD_01687	fig|476272.21.peg.2056	EEG49389	hypothetical protein	1.70287	6.857174	4.928824	5.371753	3.395889	3.847183	8.13792	9.836847	17.303103	0.938512173	0.221601696	2.109993683	0.000726197
RUMHYD_03535	fig|476272.21.peg.211	EEG47636	hypothetical protein	60.876329	28.703003	42.728879	35.325115	70.349791	21.986295	30.759191	41.534619	68.253036	0.782653313	0.222053155	0.686729513	0.323621998
RUMHYD_01073	fig|476272.21.peg.2418	EEG49993	Mobile element protein	0	12.853996	4.138437	1.16618	3.302991	3.546617	0	0	0	2.171661394	0.222423024	-1.703316118	0.757636081
RUMHYD_03016		EEG48030		8.488418	14.426021	13.594071	43.019734	36.993796	52.31972	4.81557	8.263852	95.118065	-0.813961568	0.222423024	-0.134219981	0.929945333
RUMHYD_03100	fig|476272.21.peg.1231	EEG48016	hypothetical protein	1.689852	1.300684	0.510572	1.927212	5.761175	4.166259	1.037535	2.439641	2.17852	-1.036921598	0.222423024	-0.504448342	0.682198027
RUMHYD_01534	fig|476272.21.peg.2881	EEG49501	D-serine ammonia-lyase (EC 4.3.1.18)	23.234134	20.601808	29.710051	68.002479	47.703698	60.937841	22.623713	27.579967	45.636616	-0.529662116	0.222829521	-0.236346011	0.671994108
RUMHYD_02071	fig|476272.21.peg.1500	EEG49022	SSU ribosomal protein S2p (SAe)	211.374464	241.405241	215.073154	260.155908	102.68701	341.512173	148.012435	220.056947	143.74921	0.727381872	0.223534571	0.288111262	0.689274756
RUMHYD_00789	fig|476272.21.peg.3793	EEG50278	hypothetical protein	52.564898	18.544745	27.910948	26.867583	36.49745	37.245446	8.754045	22.759665	36.974093	0.658749185	0.22397959	-0.069631252	0.927459988
RUMHYD_01541	fig|476272.21.peg.2889	EEG49508	hypothetical protein	2.920514	2.499589	2.086405	2.235847	3.130078	1.803007	2.796541	2.948067	23.58156	0.820512864	0.224039058	2.379776231	0.012742948
RUMHYD_02114	fig|476272.21.peg.1544	EEG48994	hypothetical protein	690.728368	1184.484325	389.784043	2988.271862	2833.837559	1979.602422	152.494665	411.077864	189.117075	-0.773495136	0.224462478	-2.870832237	1.70E-07
RUMHYD_00922	fig|476272.21.peg.3932	EEG50152	"3'-to-5' oligoribonuclease A, Bacillus type"	270.319771	185.712206	308.602333	226.092048	290.474505	341.897732	48.38309	91.052746	74.006614	0.557746589	0.224796405	-1.358170532	0.004282188
RUMHYD_01517	fig|476272.21.peg.2862	EEG49561	hypothetical protein	7.081679	3.889977	5.552237	6.237477	6.529707	4.23336	9.552788	7.793266	105.220166	0.803913945	0.225516267	3.111112648	0.001007742
RUMHYD_01383	fig|476272.21.peg.2732	EEG49703	hypothetical protein	3.552482	2.973706	2.538679	4.030951	2.973792	2.169307	16.45166	14.81202	35.235906	0.738571173	0.22586072	3.479322964	5.78E-09
RUMHYD_00527	fig|476272.21.peg.3532	EEG50541	Electron transport complex protein RnfE	264.880107	210.230598	245.764206	416.689197	656.203952	749.279716	72.895352	88.702309	49.121502	-0.580789686	0.226315402	-2.345006135	4.44E-05
RUMHYD_03685	fig|476272.21.peg.364	EEG47433	Spore maturation protein A	3.177378	0.467235	0.471139	1.100119	0.337245	0.873454	2.260959	15.166837	47.602511	1.537551071	0.227534343	5.133266155	1.05E-07
RUMHYD_01727	fig|476272.21.peg.2099	EEG49356	Homoserine dehydrogenase (EC 1.1.1.3)	51.432911	31.75312	42.326469	110.430559	54.910117	165.885321	32.225222	45.326858	49.295823	-0.676035398	0.227926031	-0.678086976	0.248370483
RUMHYD_03187	fig|476272.21.peg.1311	EEG47903	hypothetical protein	0	0.986694	0	5.803303	2.012278	18.671702	0	0	0	-3.434983543	0.228037991	-2.158453608	0.690027752
RUMHYD_01093	fig|476272.21.peg.2438	EEG50013	hypothetical protein	39.531297	32.205669	40.989814	59.871885	52.060885	39.074738	31.59089	20.861674	30.377368	0.55879276	0.228088945	-0.187700775	0.848885669
RUMHYD_01932	fig|476272.21.peg.1971	EEG49122	hypothetical protein	14740.64375	6393.54237	4954.523383	12286.98071	10014.04834	3843.169185	356774.2184	189866.3805	352288.8702	0.841374177	0.228376083	5.751905708	9.06E-21
RUMHYD_00692	fig|476272.21.peg.3696	EEG50411	hypothetical protein	14.312919	5.581184	12.136852	21.234315	46.581424	21.361484	8.118471	19.308348	56.446429	-0.773717341	0.228398562	0.284415243	0.746908961
RUMHYD_03581	fig|476272.21.peg.261	EEG47534	Recombination protein RecR	55.48191	67.489474	88.417112	176.110727	186.496445	187.930476	75.289936	80.595169	119.693343	-0.566315435	0.22890514	-0.361160761	0.502944632
RUMHYD_02076	fig|476272.21.peg.1505	EEG49005	"Two-component transcriptional response regulator, LuxR family"	6.182436	3.619913	4.925952	13.349134	18.408563	8.501212	10.091247	12.739385	38.050022	-0.7142499	0.22890514	1.072238839	0.137637703
RUMHYD_02348	fig|476272.21.peg.1783	EEG48752	hypothetical protein	1.150935	0.891514	0.721499	1.042137	5.069767	3.117816	1.469285	8.885019	38.348368	-1.044635199	0.22890514	2.662426126	0.005865112
RUMHYD_02908	fig|476272.21.peg.1043	EEG48200	"ABC-type antimicrobial peptide transport system, ATPase component"	180.862532	116.59566	154.370797	342.171804	466.369881	291.399364	87.402492	148.531259	101.358854	-0.553443431	0.22927259	-1.031006078	0.053358498
RUMHYD_03619	fig|476272.21.peg.298	EEG47523	Integrase	278.660048	188.720235	176.35725	289.077483	205.769841	256.819992	393.272213	364.421269	280.697391	0.509277239	0.230059467	1.290531767	0.01955805
RUMHYD_03746	fig|476272.21.peg.429	EEG47356	hypothetical protein	105.678819	75.505345	76.929269	185.349544	167.243774	268.145269	38.139252	79.98021	27.521419	-0.536012259	0.230383959	-1.345717302	0.026933406
RUMHYD_03912	fig|476272.21.peg.16	EEG47214	hypothetical protein	10.009871	0	16.130728	0	2.918501	1.330656	0	0	0	3.279444806	0.230383959	0.911153717	0.879246595
RUMHYD_00301	fig|476272.21.peg.3306	EEG50786	hypothetical protein	20.140754	10.853638	9.130158	10.777563	0	8.002158	4.268208	0	0	1.955574243	0.231274233	-0.692435492	0.908878358
RUMHYD_02170	fig|476272.21.peg.1600	EEG48902	hypothetical protein	0	5.457424	11.373071	2.691527	2.176753	2.544735	0	0	72.341566	2.133554901	0.231424098	3.330591343	0.183469528
RUMHYD_00940	fig|476272.21.peg.2288	EEG50136	hypothetical protein	0	0	5.753166	16.588913	14.355247	18.495811	12.246019	0	49.978919	-2.443150985	0.232219691	0.751188928	0.764788606
RUMHYD_01840	fig|476272.21.peg.2220	EEG49238	"Efflux ABC transporter, ATP-binding protein"	7.18401	2.43455	3.755261	3.79515	5.091584	3.804163	1.970292	2.89209	25.806624	0.755822331	0.233001208	1.580643478	0.108745735
RUMHYD_02932	fig|476272.21.peg.1066	EEG48174	hypothetical protein	78.660978	34.522406	47.372986	68.515421	55.976524	53.146141	37.672234	26.421787	39.768081	0.559619301	0.233133947	-0.004996381	0.995738883
RUMHYD_01947	fig|476272.21.peg.1986	EEG49136	hypothetical protein	370.50096	651.110611	361.67068	2116.163024	2660.455263	602.649395	2114.509739	4633.611469	3275.282852	-0.833961604	0.233474802	1.440457952	0.020235442
RUMHYD_03462	fig|476272.21.peg.138	EEG47659	hypothetical protein	6.068579	24.670731	16.770205	23.627619	5.450545	16.942033	28.625183	44.377924	75.497441	1.028880673	0.233856775	2.226329557	0.0018111
RUMHYD_03861	fig|476272.21.peg.548	EEG47267	Peptide-methionine (S)-S-oxide reductase MsrA (EC 1.8.4.11) / Peptide-methionine (R)-S-oxide reductase MsrB (EC 1.8.4.12)	53.726105	60.63015	67.328332	73.277651	78.779653	58.529313	33.587293	45.103858	56.989226	0.544267819	0.234535714	0.008779718	0.9897769
RUMHYD_01428	fig|476272.21.peg.2777	EEG49615	hypothetical protein	25.438761	0	11.933286	2.744737	6.677243	0	0	0	0	2.682003814	0.234625571	-0.664151981	0.914123349
RUMHYD_02494	fig|476272.21.peg.1925	EEG48599	hypothetical protein	0	28.519591	2.2161	6.977423	3.063192	3.256767	6.709636	0	0	2.25377423	0.236254273	0.22892622	0.967946772
RUMHYD_03009	fig|476272.21.peg.1145	EEG48099	Phosphoglycolate phosphatase (EC 3.1.3.18)	24.041046	20.478916	23.924483	33.323783	16.41761	29.424908	14.325238	13.245782	39.147065	0.595064744	0.236254273	0.318005863	0.681143807
RUMHYD_01067	fig|476272.21.peg.2412	EEG49987	hypothetical protein	0	0.827877	0.126092	0.077974	0	0.074627	0.392126	0	12.026141	3.696617183	0.236712201	6.499094443	0.012688409
RUMHYD_02257	fig|476272.21.peg.1691	EEG48807	Uncharacterized MFS-type transporter	0	0.556742	0.627177	0.966282	2.774217	2.017046	1.030085	2.060886	22.880809	-1.485759661	0.23683522	2.43129055	0.019743387
RUMHYD_01229	fig|476272.21.peg.2575	EEG49848	Aspartate--ammonia ligase (EC 6.3.1.1)	346.952192	229.091355	257.213221	268.970059	340.988802	356.310009	101.930949	162.156769	98.471744	0.505873582	0.23807969	-0.692359252	0.21304647
RUMHYD_01309	fig|476272.21.peg.2658	EEG49768	"ABC transporter-coupled two-component system, LuxR family response regulator"	3.065328	11.718365	13.225326	20.870023	41.1343	31.087301	13.09271	36.476472	11.071921	-0.907056236	0.23807969	0.031848831	0.977672221
RUMHYD_03221	fig|476272.21.peg.1344	EEG47937	hypothetical protein	1.390958	1.180066	2.779687	5.591492	3.977981	6.563595	3.665692	7.198938	23.160738	-0.831768212	0.23807969	1.515151737	0.061155642
RUMHYD_00818	fig|476272.21.peg.3824	EEG50258	hypothetical protein	58.304531	54.178202	84.11031	240.725315	100.79493	159.5	22.253756	31.934683	37.001383	-0.620896633	0.238888494	-1.761069837	0.000282466
RUMHYD_03593	fig|476272.21.peg.271	EEG47544	"PTS system, mannose-specific IIB component (EC 2.7.1.191)"	3.064852	0.55966	2.443784	7.556131	6.690299	6.38863	2.881981	16.084805	37.736003	-1.008481222	0.238888494	1.780960108	0.056280236
RUMHYD_02972	fig|476272.21.peg.1107	EEG48108	Heat shock protein 10 kDa family chaperone GroES	0	1.091804	4.513996	8.376487	28.130966	2.704053	14.945319	11.249203	33.520721	-1.792064653	0.238888494	1.089382169	0.437739552
RUMHYD_02304	fig|476272.21.peg.1736	EEG48776	"2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase, alpha subunit (EC 1.2.7.-)"	0	0	0	0.198841	0.219636	0.041614	0.578567	5.912304	19.221506	-3.980069872	0.239005427	6.100047533	2.93E-08
RUMHYD_02621	fig|476272.21.peg.749	EEG48477	hypothetical protein	13.970635	11.958	5.157975	12.098905	14.4174	4.043305	4.18182	12.918461	9.414631	1.123571392	0.239581204	0.257994833	0.902624174
RUMHYD_00505	fig|476272.21.peg.3510	EEG50629	Diadenosine hexaphosphate (Ap6A) hydrolase; Bis(5'-nucleosyl)-tetraphosphatase (Ap4A) (Asymmetrical) (EC 3.6.1.17)	470.738649	201.292177	344.983246	789.739687	807.159762	1060.445476	159.845343	309.378749	121.989447	-0.574274308	0.240895335	-1.495255889	0.010228915
RUMHYD_00776	fig|476272.21.peg.3778	EEG50297	"ABC transporter-coupled two-component system, ATP-binding protein"	0	1.272116	1.854472	5.556101	6.768171	2.97544	7.844997	5.648811	36.525232	-1.437153457	0.240981934	2.139867837	0.011937578
RUMHYD_00801	fig|476272.21.peg.3806	EEG50272	hypothetical protein	0	0	0	3.286889	0	7.969936	0	0	0	-4.316453702	0.242382491	-2.07557037	0.704086137
RUMHYD_03478	fig|476272.21.peg.155	EEG47579	"Uracil-DNA glycosylase, family 4 (EC 3.2.2.27)"	87.909675	58.570748	78.880097	91.565815	93.102968	100.79428	42.320439	43.963402	68.491346	0.488519273	0.242433027	-0.271887733	0.663499706
RUMHYD_01957	fig|476272.21.peg.1996	EEG49146	hypothetical protein	1012.39143	867.225151	596.520003	2901.286013	3655.941822	805.333832	4776.691102	6641.454734	5719.946387	-0.810157183	0.243323045	1.890409433	0.002870421
RUMHYD_00511	fig|476272.21.peg.3516	EEG50525	Holliday junction ATP-dependent DNA helicase RuvA (EC 3.6.4.12)	49.371568	61.882656	46.014589	58.397987	52.947441	75.576737	64.663428	72.174288	91.253268	0.579830438	0.24338848	0.951115561	0.068409542
RUMHYD_00964	fig|476272.21.peg.2310	EEG50076	hypothetical protein	14.903894	10.227052	13.283465	39.517423	30.083129	22.959177	9.389653	17.897457	45.578348	-0.543050519	0.243397175	0.13063297	0.862803938
RUMHYD_00507	fig|476272.21.peg.3512	EEG50631	FtsW-like cell division membrane protein CA_C0505	300.938425	263.77493	400.181908	528.707515	929.411834	924.280553	116.006106	183.426163	96.619088	-0.595280726	0.243495071	-1.844827922	0.000930459
RUMHYD_02296	fig|476272.21.peg.1728	EEG48846	"Oligopeptide ABC transporter, ATP-binding protein OppF (TC 3.A.1.5.1)"	80.223855	109.651331	96.206444	418.334255	92.832209	354.235436	36.537224	61.353839	57.616583	-0.788263873	0.243570249	-1.781215089	0.003250016
RUMHYD_01199	fig|476272.21.peg.2545	EEG49868	hypothetical protein	53.265349	24.169182	30.419709	113.120667	71.73378	95.488703	12.266277	35.204989	43.179882	-0.579034711	0.243752523	-1.140467451	0.043128383
RUMHYD_01877	fig|476272.21.peg.2257	EEG49220	Stage III sporulation protein AH	0.735726	0.288062	0.379911	0.307056	0.339035	0.094665	0.749943	2.455745	41.753289	1.635673575	0.243752523	6.128091755	4.08E-07
RUMHYD_01883	fig|476272.21.peg.2263	EEG49226	"(2E,6E)-farnesyl diphosphate synthase (EC 2.5.1.10)"	18.627082	10.294946	13.308389	20.33671	12.148411	15.251615	9.647026	13.456734	35.469976	0.56093736	0.243752523	0.816964413	0.203590699
RUMHYD_02400	fig|476272.21.peg.1834	EEG48683	N-methylhydantoinase A (EC 3.5.2.14)	52.680359	49.089425	57.572487	142.011443	92.726901	137.26505	19.565104	38.449971	31.161773	-0.497412108	0.244745806	-1.380968881	0.002635417
RUMHYD_02368	fig|476272.21.peg.1803	EEG48700	hypothetical protein	5.169565	8.836307	5.433707	31.891763	8.130014	18.430372	3.074405	9.379006	29.996297	-0.795254583	0.245355191	-0.030220978	0.978091255
RUMHYD_02744	fig|476272.21.peg.874	EEG48340	hypothetical protein	26.648013	27.115914	28.956946	64.307294	120.182278	58.404358	13.271831	29.971842	31.866537	-0.652749681	0.246002548	-1.222835988	0.072861173
RUMHYD_02374	fig|476272.21.peg.1809	EEG48706	Phosphopentomutase (EC 5.4.2.7)	188.988581	80.511445	140.689294	286.382809	320.413401	352.330772	45.850664	61.126491	60.509999	-0.544629867	0.247495171	-1.817282512	5.26E-05
RUMHYD_02199	fig|476272.21.peg.1630	EEG48894	Sucrose-6-phosphate hydrolase (EC 3.2.1.26)	6.270725	2.131671	2.806679	10.06611	8.424512	9.52893	10.515523	6.225537	26.438091	-0.658719098	0.248378991	1.233114832	0.056144368
