geneID	bh_t14_A	bh_t14_B	bh_t14_C	bh_t32_A	bh_t32_B	bh_t32_C	bh_t72_A	bh_t72_B	bh_t72_C
RUMHYD_00396	1484	1768	1949	1241.256	1601	1667.213	67	59.523	84.528
RUMHYD_00397	330	128	132	271	207	399.787	4	31	7
RUMHYD_00398	402	357	369	757	410	997	35	20	251
RUMHYD_00399	5307	9758	8451	3673.636	4410.074	6803.977	268.369	206	185
RUMHYD_00400	1080	1470	1124	1334.364	1329.926	1783.023	36.631	62	74.831
RUMHYD_00401	167	102	186	349	131	477	16	1	53.169
RUMHYD_00402	3767	3816	4496	7012.655	9144	8718	704.77	519	279
RUMHYD_00403	231	325	191	326.26	539	486	26.23	31	19
RUMHYD_00404	562	535	510	1761.085	1814	1464	88.339	102	138
RUMHYD_00405	3945	9428	6517	17402	14241.89	25350.076	671.661	511	415
RUMHYD_00406	5893	7317	6496	43578.609	30608	26770	2009	1664	882
RUMHYD_00407	330	421	497	613	520	561	61	49	86.155
RUMHYD_00408	1912	2079	1981	1261	1326	1695	268	249	389.536
RUMHYD_00409	1373	2035	1656	2239	2399.697	2968	248.029	203	474.068
RUMHYD_00410	660	877	929	1842.842	1742.561	2059.007	163.971	147	303.241
RUMHYD_00411	1118	1877	1819	1424.158	1598.744	2349	152.912	171	140
RUMHYD_00412	448	1010	975	1269	1268	1635	119.088	96	111
RUMHYD_00413	594	1218	1208	1388.638	1203	1835	92	75	213
RUMHYD_00414	320	625	559	510.362	377	690	41	26	62.321
RUMHYD_00415	910	1752	1696	1631	1114	1927	132	86	213.679
RUMHYD_00416	1244	3753	3027	3299.084	2517	5136.068	332	185	163
RUMHYD_00417	1378	1564	1189	2554.916	1712	3327.932	170	112	261.998
RUMHYD_00418	2257	3332	2854.892	4345	2270	5062	201	173	171.78
RUMHYD_00419	950.004	1110.866	1106.048	2401.319	1041.738	2142.637	56.03	64	90.221
RUMHYD_00420	10690.504	14774.803	12634.816	21165.027	7971.698	24061.367	632.97	450	349.122
RUMHYD_00421	1774.492	2949.32	2568.243	6619.263	1999.407	6807.175	146.749	143	173.878
RUMHYD_00422	525.839	500.01	329	1337.938	441.246	1552.729	17.028	35	14
RUMHYD_00423	3311.161	3940.999	3470.826	8331.818	3235.778	10800.639	223.779	115.488	144.27
RUMHYD_00424	1524	2215.001	2098.174	7359.97	2135.183	8920.031	224.444	127.512	203.817
RUMHYD_00425	1624	2898	1403	10874.252	7933.95	8141.876	563	741	408.914
RUMHYD_00426	60	288	214	1272.94	945	1111	53	62	191
RUMHYD_00427	4738.984	4392.088	3519.342	15044.327	9581.221	15990.401	399	351.112	421.551
RUMHYD_00428	756.016	712.912	623.658	4102.34	2063.99	3560.835	131	111.888	203.886
RUMHYD_00429	2288.812	3093.208	2578.155	11569.773	6207.019	11616.342	465.825	395.009	259.563
RUMHYD_00430	1875.188	2898.792	2081.845	6081.304	2642.218	7795.658	151.175	151.991	134.243
RUMHYD_00431	1728.994	1211.001	1251.125	3791.541	1629.551	4154.328	129.998	86	137.545
RUMHYD_00432	1811.782	2888.999	2569.875	3242.119	1325	3502.772	150.002	73	155.211
RUMHYD_00433	9837.224	12143	11657.651	35717.947	74792.004	44589.9	4160	2416	1749
RUMHYD_00434	478	651	444	833	1330.007	1530	49	33	64
RUMHYD_00435	7776	5212	5116.664	10856.281	4744	8546.086	232	295	196.004
RUMHYD_00436	106	309	239.336	709.318	116	477.914	7	9	36.996
RUMHYD_00437	452	416	302	6270.351	1305.411	3668	89	74	131
RUMHYD_00438	3431	7836	4955	76380.068	17023.616	43069	424	468	291
RUMHYD_00439	1113	995	675	3498.012	2916	2695	324	183	195
RUMHYD_00440	12	30	17	1227.39	77	455	16	10	48
RUMHYD_00441	1683	2284	1731	5466	5872	5566	748	297	301
RUMHYD_00442	155	423	615	1623	2659	1480	164	150	97
RUMHYD_00443	169	610.003	305	1118.014	307.009	1355.341	90.004	39	65.283
RUMHYD_00444	554	822.997	492	1284.539	291.693	1335.215	128.996	69	97.717
RUMHYD_00445	0	117	74	226.971	54.298	193.737	7	9	6
RUMHYD_00446	854	1566	1224	2700.476	807	2761.707	288	206	210
RUMHYD_00447	2819.615	2979.698	1679.001	3519.52	1342.151	4850.862	146.749	34.16	91
RUMHYD_00448	5449.603	13950.211	9932.326	17929.865	7510.909	30945.418	936.022	294.018	380.565
RUMHYD_00449	11230.782	9021.091	7710.673	14230.145	5776.629	24471.401	1336.229	644.821	465.435
RUMHYD_00450	1149	1683	1038	20662.094	16043.858	41010.51	279	236	135
RUMHYD_00451	1636	2818	2159	19916.361	11820.08	30561.234	429	280	157
RUMHYD_00452	144	342	287.519	1462.807	2150.473	2094.011	59	38.167	66
RUMHYD_00453	960	1176	853.44	7013.917	7604.537	10489.158	212.559	189.833	152
RUMHYD_00454	1167	1218	1077.041	3338.832	3540.098	4497.822	136.441	94	149.995
RUMHYD_00455	5927.781	7857	7709	11005.86	16983.539	20347.701	584	480	398.005
RUMHYD_00456	844.219	1014	918	1857.555	2611.988	3187.307	131	72	63
RUMHYD_00457	0	0	0	1	0	0	2	0	7
RUMHYD_00458	67	231	19	110	113	170.001	12	8	24
RUMHYD_00459	6323	12010	3834	10558	8682.231	20786.999	545	420	293
RUMHYD_00460	219	319	115	41	64	108	9	5	28
RUMHYD_00461	0	0	0	0	0	0	0	0	0
RUMHYD_00462	48	48	47	791	970.107	1394.007	29	8	154
RUMHYD_00463	30	26	22	386.272	435.893	875.685	10	2	64.088
RUMHYD_00464	32	3	12	229.728	312.002	451.308	15	23	109.734
RUMHYD_00465	43	62	56	369	508.998	762	9	13	57.178
RUMHYD_00466	0	21	16	336	697	905	0	3	18
RUMHYD_00467	71	122	39	676	1556	1672	54	16	144.863
RUMHYD_00468	88	184	108	673.464	3000.3	1832.604	78.158	47	183.137
RUMHYD_00469	30	25	29	182.538	519.712	403.396	20.842	22	65
RUMHYD_00470	3439	3648	2842	31400.362	37673	39432	922	687	314
RUMHYD_00471	1211	915	741	5486	7692	8189	283	210	174
RUMHYD_00472	1904.977	1684	1398	3129.368	931.976	3597.376	128	86	244
RUMHYD_00473	1232.023	1733	1071	3223.632	895.024	3611.624	71	40	78
RUMHYD_00474	4723.131	4583.77	4709	9092.599	6655.896	10075.057	310	283	297.904
RUMHYD_00475	2438.869	2412.128	2239.699	3024.943	1955.048	3475.503	166.914	138.508	129.697
RUMHYD_00476	13008	26182.102	25251.301	9145.458	6899.056	12051.44	496.086	424.492	304.399
RUMHYD_00477	2826	2247	3002.22	2620.424	1412	2436.044	135	137	150
RUMHYD_00478	2565	3025	2416.78	3852.576	2622	4178.021	201.111	255	239.189
RUMHYD_00479	621.677	2101	1510	3997.17	3982.231	5289.684	251.889	168	161.016
RUMHYD_00480	3319.323	1540	2013	3717.313	2707.99	4508.102	168	178	171.795
RUMHYD_00481	1129	2450	2036	5881.897	3254.558	7142.826	328	161	176
RUMHYD_00482	315	511	334	1939.62	761.221	2050.368	84	48	77.983
RUMHYD_00483	2161	3768	3025	9682	5110	11618.004	426	228	278.017
RUMHYD_00484	1992	2074	1892	5056.682	3082.659	4838.418	350	225	216.528
RUMHYD_00485	2483	2439	1726	9104.744	4796.341	9526.581	396	411	342.472
RUMHYD_00486	1336.833	2306.989	1568.65	4466.613	2354.021	5511.439	142.076	71	69
RUMHYD_00487	1579.709	1891.033	1599.35	2777.227	2171.39	3929.145	132.211	46	95.962
RUMHYD_00488	2254.458	3946.978	3685	8889.16	8227.59	12082.417	591.713	347	283.038
RUMHYD_00489	109	17	53	0	3	10	1	1	7
RUMHYD_00490	5456.994	5929	4869.828	19974.734	21784.459	27957.836	1341.019	1100.983	561
RUMHYD_00491	1827.006	4774.912	3258.353	12022.871	10792.314	17690.347	791.547	480.376	259.206
RUMHYD_00492	2759.206	13591.868	8882.906	12698.757	7336.322	11481.555	450.343	337.641	246.895
RUMHYD_00493	1629.794	1927.221	1066.913	6591.651	5912.902	5727.639	822.092	524.001	534.899
RUMHYD_00494	1	3	0	0	0	0	1	0	9
RUMHYD_00495	1117	617	494	741.18	2152	1023	63	82	46
RUMHYD_00496	1050	2047	1504	8286.973	7032	10886.949	244	197	215
RUMHYD_00497	9337	9567	8929.803	28194.212	43003.011	45049.74	978.487	843.207	523.486
RUMHYD_00498	2957	2434	2330.197	3330.074	6599.989	5719.276	391.513	303.793	223.514
RUMHYD_00499	0	5	0	0	0	0	0	0	0
RUMHYD_00500	6541	17174	10004	7740.966	3899	8101	312	363	214
RUMHYD_00501	682	720	530	880.524	785.97	1578.012	21	23.98	27
RUMHYD_00502	439	2169	1744	4340.476	3661.03	8531.988	232	158.02	132.836
RUMHYD_00503	2386.995	2201.991	1667	12078.656	9681.178	14426.966	363	309	244.164
RUMHYD_00504	571.792	581.853	360	2614.569	1952.61	3637.462	61	45	36
RUMHYD_00505	3799.213	2536.156	2856	10636.992	8865.511	14848.585	429	366	192
RUMHYD_00506	7337	6454	6998	28142.024	41584.192	43410.882	1359.467	1146	834.052
RUMHYD_00507	10267	14163.885	14310.341	34559.338	49491.667	57290.177	1568.433	1048	759.947
RUMHYD_00508	17785	21206.115	23169.659	28446.383	47486.308	49093.29	2864.1	1739.995	1289.002
RUMHYD_00509	921	2276	1465.233	2005.617	3396	2277.278	240	165.005	109
RUMHYD_00510	5149	6680	7051.767	4729.383	3954	6333.864	552	340	356.393
RUMHYD_00511	606	1192	586	1274	942	1644	286	138	235.605
RUMHYD_00512	863	1120	812	1193	1041	1520.778	248	115	132.002
RUMHYD_00513	865	1881	1514	449	251	500.222	92	50	51
RUMHYD_00514	38	42	16	120	66	96	41	36	92.013
RUMHYD_00515	452	480	350	616	685	667	50	48	123.987
RUMHYD_00516	953	793	644	1741	4666	3843.439	159	73	312
RUMHYD_00517	114	89	126	332	1077	803.561	29	30	126
RUMHYD_00518	403.978	971	565	5425.244	15041.545	10737.125	750.1	417	373.004
RUMHYD_00519	723.022	881	726	5810.888	17443.455	12357.875	368.9	136	201.996
RUMHYD_00520	761.267	860	547.275	2798.684	1116.877	2391.75	105.256	82.185	126
RUMHYD_00521	372.733	308	315.725	821.316	340.123	798.25	78.744	32.815	78
RUMHYD_00522	917	1311	1067	1335	650	970	95	38	71
RUMHYD_00523	183	1008	687	477	147	499	39	53	90
RUMHYD_00524	1982	2827	4362	326	153	384	6	48	44
RUMHYD_00525	1351	987.721	943	7070.318	7653.225	7348.585	269.89	135	115
RUMHYD_00526	4178.637	2084.266	2120.463	9659.548	13287.852	16593.273	294.334	162	78
RUMHYD_00527	4108.413	5122.813	3968.886	11776.677	15119.459	20765.111	420.483	219.516	165.118
RUMHYD_00528	1754.949	1479.73	1041.349	6139.588	8203.756	9450.481	197.996	118.484	129.712
RUMHYD_00529	2359.821	2766.471	1967.651	9236.076	14298.471	16442.78	347.298	168	165.17
RUMHYD_00530	5433.179	9718.999	7103	8101.807	14669.057	16670.951	1008	703	526
RUMHYD_00531	0	0	4	0	0	0	0	0	0
RUMHYD_00532	183	55	62	189	188	321	17	16	28
RUMHYD_00533	501	976	659	1337	1322	2349	102	76	57
RUMHYD_00534	0	0	0	2	0	2	0	0	0
RUMHYD_00535	4092	2381.87	1877.093	16740.958	19653.15	14542.404	963.545	693.665	571.279
RUMHYD_00536	1600	1633.13	1086.907	6594.854	7483.85	8147.596	420.455	306.335	224.721
RUMHYD_00537	119	71	79	70	44	86	23	9	46
RUMHYD_00538	673.843	807.164	713.855	1244.517	490.688	1534.085	103	89.505	128.012
RUMHYD_00539	6675.157	6000.836	6035.145	5040.483	3377.312	7617.915	484	253.495	429.988
RUMHYD_00540	24042	40027	35552.885	35494.768	49005.675	72257.794	1381	1007.568	478.008
RUMHYD_00541	4760	6653	4953.115	21387.238	30234.914	46852.5	621	490.432	366.955
RUMHYD_00542	1489	3988.997	3728.962	5274.498	7195.796	11233.046	264	221.529	249.037
RUMHYD_00543	3344	2115.699	1961.038	8979.24	13692.039	15827.96	434.634	286.471	257
RUMHYD_00544	6302	21314.304	11206	20472.913	26446.829	45020.22	1178.366	690	505
RUMHYD_00545	0	0	2	4	0	3	0	0	0
RUMHYD_00546	104	74	48	721183.753	767624.978	688214.297	4404.995	3573.689	1980
RUMHYD_00547	79	85	33	492983.886	573618.992	520141.278	1876.005	1679.311	914.996
RUMHYD_00548	7	0	12	26236.009	29506.152	18587.396	174	110	63.004
RUMHYD_00549	22	0	0	214738.236	229822.251	170903.214	1211	979.102	669
RUMHYD_00550	50	30	14	395954.17	560897.565	442078.222	3748.999	3718.898	1664.715
RUMHYD_00551	25	27	15	310304.846	530296.585	331581.56	7856.101	6615	3762.285
RUMHYD_00552	0	0	6	15058.176	16470.237	21039.1	188.901	135	80
RUMHYD_00553	25	7	29	94907.668	80128.319	76004.11	1079.669	968	564
RUMHYD_00554	43	208	149	105043.097	114168.48	64860.832	1659.39	1306.973	630.176
RUMHYD_00555	255	799	463	109427.844	143314.576	89761.168	3341.942	2660.027	1547.824
RUMHYD_00556	1346	2691	1579	23392.948	72080.659	44949.069	1510	1075	527
RUMHYD_00557	275	334	257	734.32	169	417	102	52	215
RUMHYD_00558	12	9	0	32.68	3	23	4	0	0
RUMHYD_00559	169	763	385	1134	1009	2048	50	46	23
RUMHYD_00560	236	673	490	2038.005	852	2131	112	49	95.587
RUMHYD_00561	133	76	94	603.995	318	348	26	17	82.008
RUMHYD_00562	932	1019	839	2548.479	1366.651	2320.848	170.1	89	113.405
RUMHYD_00563	531	492	562	1669.523	945.349	985.152	179.9	134	169
RUMHYD_00564	1160	1367	1034	2574	1042	1850	268	178	175
RUMHYD_00565	29992	17636	22041	24642.877	10383	17047.194	2253	1406.929	1251.121
RUMHYD_00566	1208	3709	3417	3269	2051	2505	266	151.071	151.879
RUMHYD_00567	12622	14795	12769	38073.305	16221.097	38961.126	1432	826	726
RUMHYD_00568	1254	1520	1294	12676.003	8078	11457.477	433	466	327
RUMHYD_00569	142	211	153	955.96	413.057	650	34	25	61.645
RUMHYD_00570	3600	3603	3418	6010.076	4366.943	6475.04	256	203	328.355
RUMHYD_00571	0	0	0	1	0	1	3	3	22
RUMHYD_00572	7	2	0	7	0	0	1	0	9
RUMHYD_00574	0	0	4	32	0	6	0	0	19
RUMHYD_00573	0	0	5	0	2	1	0	0	6
RUMHYD_00575	0	0	0	6	0	2	3	0	16
RUMHYD_00576	443	558	431	1270.365	536	1180	10	19	22
RUMHYD_00577	12	47	48	18	11	35	0	0	0
RUMHYD_00578	462	472	524	1846.808	651	1003	59.123	56	130
RUMHYD_00579	984.048	1104	953.096	2469.612	1220.1	2252.561	116.12	47	104.352
RUMHYD_00580	4979.776	6687.734	5142.513	26444.889	9961.213	21200.192	401.822	386.151	419.667
RUMHYD_00581	40877.175	22701.266	21102.391	290827.385	168910.068	176800.149	5918.936	4452.849	3074.981
RUMHYD_00582	4067	6171	4594	12342.165	11476.05	17024.736	752	709	541
RUMHYD_00583	2037	2212	1818	5208	3796	7273	286	232	259
RUMHYD_00584	1986	1379	1568	2122	1496	3290.991	282	190	127
RUMHYD_00585	13	0	2	6	10	19	1	6	6
RUMHYD_00586	36	0	12	20	33	18	6	0	7
RUMHYD_00587	69	26	9	36	67	25	11	5	14
RUMHYD_00588	0	0	0	6	0	1	0	0	4
RUMHYD_00589	3253	1456	1733	3890	533	519	124.973	102	339
RUMHYD_00590	771	3091	1916	211	16	64	15	3	13
RUMHYD_00591	1437	2034	1732	7690	5283	8020	547.027	242	344
RUMHYD_00592	87	201	144	685	774	918	143	45	132
RUMHYD_00593	290	535	337	1228.685	1548.448	1695.182	66	20	56
RUMHYD_00594	568	665	508	3102.315	3758.552	3958.818	159	70	79
RUMHYD_00595	0	6	4	9	28	22	8	1	6
RUMHYD_00596	204	93	91	828	2170.707	620	389	212	314.367
RUMHYD_00597	394	330	301	2436	1761	1938	89	84	324.633
RUMHYD_00598	0	0	0	6	0	2	0	0	2
RUMHYD_00599	5	9	7	30	2	22	8	3	52
RUMHYD_00600	48	40	29	245.501	172.781	204.586	9.704	12	8.684
RUMHYD_00601	9751	7671	7182	25782.417	36803.396	32970.414	1154.296	864	859.316
RUMHYD_00602	8009	13840	12899	26339.082	30932.862	35978	2570	2075	1501
RUMHYD_00603	513	2385	1141	756	935	581	205	49	305
RUMHYD_00604	194	104	111	545	782.552	1205	25	16	65
RUMHYD_00605	1449	2258	2228	3428	5929.003	8001	590	410	629.974
RUMHYD_00606	1456	2286	2327	2988	6437	10418.011	273	287	264.026
RUMHYD_00607	8	0	4	5	1	18	0	0	3
RUMHYD_00608	107	108	122	484	657	890	33	44	77.389
RUMHYD_00609	150	154	172	841.547	1118.433	1550.001	27	15	77.868
RUMHYD_00610	439	951	638	5879.453	9611.404	11051.239	212	142	220.14
RUMHYD_00611	186	370	223	984	1918.881	1955	86	51.19	130.12
RUMHYD_00612	657	789	845	1825	4189.119	3516	102	106.81	92.482
RUMHYD_00613	1797	1905	2195	2689	5847	4731	144	198	192
RUMHYD_00614	141	158	248	285	774	276	52	25	87
RUMHYD_00615	61	75	37	388	1916	535	28	51	57
RUMHYD_00616	10	24	14	979.621	92	311	1	0	9
RUMHYD_00617	0	7	6	190.379	19	52	5	0	9
RUMHYD_00618	2538	4161	2573	30326.375	72214.932	68941.043	1306	872	628
RUMHYD_00619	53	89	27	810	268	1084	79	43	115
RUMHYD_00620	107	53	36	475.74	323.359	844.068	35	29	91
RUMHYD_00621	0	6	0	43.26	12.641	56.932	0	1	0
RUMHYD_00622	0	0	0	5	1	10	0	0	6
RUMHYD_00623	10	3	0	62	41	86	14	0	8
RUMHYD_00624	0	3	0	22	9	20	0	6	12.711
RUMHYD_00625	86	78	25	838.931	417	1168	109	43.98	141.289
RUMHYD_00626	0	9	3	113.069	52	239	55	21.02	74
RUMHYD_00627	0	0	7	67	32	94	29	15	57
RUMHYD_00628	65	67	40	420	220	414	124	43	124
RUMHYD_00629	9	22	11	189	98	300	36	6	19
RUMHYD_00630	25	24	29	93	62	137	67	17	61.756
RUMHYD_00631	200	169	239	723	310	704	262	41	279.244
RUMHYD_00632	189	413	217	182	116	66	11	5	11
RUMHYD_00633	4012	11915	7416	4898	8989	4870	594	439	386.863
RUMHYD_00634	357	1188	968	2140	2125	1547	63.836	48	69.938
RUMHYD_00635	29	66	60	975	307	356	6.164	7	36.199
RUMHYD_00636	1264	1374	1530	5879.482	3118.043	1564	179	181	105.055
RUMHYD_00637	1036	2309	1749	12209.222	8358.939	6499	274	227.725	130.401
RUMHYD_00638	3428	6229	4647	14559.689	15321.606	7333	606	538.275	469.767
RUMHYD_00639	1101.872	2249	1137	8356.34	7566.173	5716.133	243.545	131.487	132.492
RUMHYD_00640	1199.128	2666	1653.826	17906.863	25833.332	11749.753	440.27	396.513	245.978
RUMHYD_00641	488	704	315.174	4091.797	5369.407	2759.114	161.185	115	133.307
RUMHYD_00642	132	356	148	1961.067	544.98	966.165	20.006	19	17.356
RUMHYD_00643	1904	3250	2504	8352.709	3217.02	4786.835	277.994	218	188.644
RUMHYD_00644	4943.201	10155.933	6811.316	20916.671	10298.49	12838.887	496.757	579.67	271
RUMHYD_00645	3017.799	8666.067	5708.684	21026.048	11148.651	12856.146	580.243	484.665	269
RUMHYD_00646	2289	6641	2711	25742.653	11560.645	14502	458	425.665	234
RUMHYD_00647	15602	90436	28554	115488.51	45888.043	53793.398	1833	2021	793
RUMHYD_00648	0	0	0	1	2	6	1	0	10
RUMHYD_00649	551	1288	687	4805	1645	5074	166	86	81
RUMHYD_00650	14	35	54	94	24	168	12	0	44
RUMHYD_00651	18	98	60	160	100	135	19	3	92.975
RUMHYD_00652	298	622	733	504	399	692	169	56	150.025
RUMHYD_00653	236	270	242	476.946	1609.332	823.24	190	116	105.904
RUMHYD_00654	33	390	294	801.054	1151.668	1228.76	82	34	48.096
RUMHYD_00655	10	13	26	23	28.048	15	4.003	0	4
RUMHYD_00656	2806	2187	2419	3030	3863.952	4070	260.997	266	492
RUMHYD_00657	0	0	0	0	0	0	0	0	0
RUMHYD_00659	162	461	402	629	831	1089	50	38	39
RUMHYD_00658	0	0	7	7	1	0	0	0	14
RUMHYD_00660	0	0	0	0	0	0	0	0	3
RUMHYD_00661	82	72	74	145	255.413	156	23	28	37.178
RUMHYD_00662	303	429	356	883	1492.587	1304	137.238	87	183.128
RUMHYD_00663	8	6	22	9	25	45	14.762	7	62.694
RUMHYD_00664	200	296	287	412	473	487	95	66	212.631
RUMHYD_00665	0	27	19	31	25	13	22	14	82.082
RUMHYD_00666	128	721	738	424	426	547	32	36	124.287
RUMHYD_00667	124	338	292	492	457	513	48	29	279
RUMHYD_00668	31	52	67	85	50	82	18	20	109
RUMHYD_00669	114	148	98	250	206	272	20	15	171.009
RUMHYD_00670	78	68	65	269	211	253	15	24	268.021
RUMHYD_00671	9	34	45	119	77	82	26	11	159.636
RUMHYD_00672	16	62	77	19	28	31	22	25	95.334
RUMHYD_00673	1	27	19	14	6	31	0	0	3
RUMHYD_00674	22936	18973	16180.008	19117.141	7527.872	19835.973	1494.731	865	789.987
RUMHYD_00675	9566	13309	12255.992	20816.753	7286.42	21340.023	1430.282	482	550.067
RUMHYD_00676	3744	4710	3797	20701.245	6069.708	16744	719.987	397	511.973
RUMHYD_00677	3678	3465	3302	22335.894	5465.671	12629.903	704.588	539	552.569
RUMHYD_00678	4009	3511	3068	22502.586	3802.329	21083.268	495.412	359	416.404
RUMHYD_00679	0	0	0	0	4	10	0	0	0
RUMHYD_00680	142	629	338	3070	4061	4900	70	72	63
RUMHYD_00681	15	5	9	45	5	32	0	0	3
RUMHYD_00682	4597	4810	4172	15369.074	17736.241	13118.827	1042	870	876.003
RUMHYD_00683	779	1018	802	7125.545	5646.755	5791.954	407	292	317.997
RUMHYD_00684	137	142	89	579	442	437	191	59	91.236
RUMHYD_00685	415	335	283	3650	3142	2949.283	167	123	201.586
RUMHYD_00686	404	205	276	3132	2351	2773.717	66	81	148.178
RUMHYD_00687	3631	4589	3797	37990.375	24918.548	35238.838	624.997	622	772
RUMHYD_00688	627	656	632	6195.202	2450.452	6407.162	97.003	90	150
RUMHYD_00689	23	5	39	317	883.012	817.013	12	9	89
RUMHYD_00690	0	0	13	106	197.988	170.987	1	0	2
RUMHYD_00691	0	0	0	2	0	0	0	0	0
RUMHYD_00692	222	136	196	600.135	1073.273	592	46.83	47.783	189.74
RUMHYD_00693	388	288	268	1329.865	1240.727	1368	79.17	73.217	251.26
RUMHYD_00694	8	18	48	233	210	161	23	9	86
RUMHYD_00695	0	5	3.143	41	15	11.189	12	6	34
RUMHYD_00696	1142	864	811	1215	1036	1281	117	83	201
RUMHYD_00697	866	368	712	665	495	670	58	77	121
RUMHYD_00698	7	8	6	10	1	1	0	0	7
RUMHYD_00699	2409	1289	1455	1038	917	1650	152	110	316
RUMHYD_00700	1319.441	634.419	736.312	782.379	580	886.795	43	23	101.844
RUMHYD_00701	1557.559	1396.581	1893.688	1031.79	720	1477.205	85	93	223.156
RUMHYD_00702	815	369	536	782	618	948	105	99	190
RUMHYD_00703	490	339	404	392	425	538	28	39	121
RUMHYD_00704	1605	714	1244	486	514	621	83	81	323.109
RUMHYD_00705	6690	1900	2744	755	817	749	80	99	138.891
RUMHYD_00706	889	1979	1270	6624	5156	10702.013	175	110	96
RUMHYD_00707	206	173	98	2057	822.001	1269	31	50	86
RUMHYD_00708	368	196	201	1153	457.999	965	54	58	70.282
RUMHYD_00709	147	41	38	403	126	254	36	25	86.718
RUMHYD_00710	270	172	183	2013	1294	1532	85	54	118.993
RUMHYD_00711	308	255	210	1727	1604	1376	189	109	408.007
RUMHYD_00712	0	7	0	0	0	0	0	0	1
RUMHYD_00713	1010	1286	1044	2235	2165	3257	262	251	219.632
RUMHYD_00714	1098	941	980	1449.264	739	2511	142	48	140.368
RUMHYD_00715	774	2703	2071	7052	6834.14	9087	316	157	181
RUMHYD_00716	623	289	450	741	497	992	53	24	158
RUMHYD_00717	170	140	111	379.155	132.622	443.068	0	9	29.001
RUMHYD_00718	4045	4816	4844	7955.845	4142.378	11092.932	211	210	304.999
RUMHYD_00719	669	684	602	2070.589	796	2520	91	42	196.82
RUMHYD_00720	647	550	343.333	941.746	328.6	1203.457	26.966	40	106.18
RUMHYD_00721	932	1084	935.782	1147.673	551.4	2377.196	98.034	22	103.869
RUMHYD_00722	1191	1062	1177.884	1106.13	722	1616.347	123	50	259.748
RUMHYD_00723	386	449	526	622.564	253.864	863	34	35	78.552
RUMHYD_00724	949	1154	1218	552.436	288.136	636	60	83	195.831
RUMHYD_00728	2554.596	1565.619	1686	7374.618	9361.196	11295.078	314.397	200.945	201
RUMHYD_00729	2341.404	3688.381	2783	13140.385	19357.826	16934.127	815.603	683.055	652
RUMHYD_00730	0	19	23	65.997	88.714	96	0	10	3
RUMHYD_00731	1669	3006	2356	3195.683	2355.562	6186	106	101	136.025
RUMHYD_00732	2907	2434	2146	11637.497	9906.189	18966.302	269	317	390.975
RUMHYD_00733	4983	8541	6414	18898.805	20505.973	39324.748	829.667	492	489.398
RUMHYD_00734	8398	12198	10883	15584.325	19766.464	29974.946	1077.333	666	719.602
RUMHYD_00735	4097	5936	4880	10838	11192.44	17520	682	472	625
RUMHYD_00736	4772	6344	5677	9425	12490	13145	586	409	447
RUMHYD_00737	585	1238	922	1669	702	1267.657	62	70	54
RUMHYD_00738	4238	2921	2999	4547.275	1689	6279.343	183	152	243
RUMHYD_00739	2569	4883	3774	10186.361	43208.268	27132	1258	762	533
RUMHYD_00740	5917	5949	5436.204	16067.832	24143.904	25266.195	776.718	474	538
RUMHYD_00741	980	1792	1475.796	5631.168	7455.084	8929.805	340.282	243	203.032
RUMHYD_00742	346	188	242	1212	968.553	1181	257	70	191.968
RUMHYD_00743	3925	3635	3703	5325.27	6871.154	7826.159	508	398	371
RUMHYD_00744	0	0	0	0	0	0	0	0	0
RUMHYD_00745	1036	1348	870	7439	16896	11508	1614.769	547	485.777
RUMHYD_00746	246	205	200	1493	3767	1903	752.231	104	261.204
RUMHYD_00747	1701	915	1009	3577	2288	3937	167	127	274.019
RUMHYD_00748	0	0	0	12	15	37	0	0	0
RUMHYD_00749	1406	1674.763	1088.837	2990.536	3344.162	1768.49	335.135	373.813	154.706
RUMHYD_00750	1814	4452.237	2697.163	8271.461	10915.838	5675.51	628.865	553.187	392.294
RUMHYD_00751	1141	1055	1053	5131.842	9621.947	22610.843	122.001	140	133.001
RUMHYD_00752	7118	11870	9010	9919.148	19799.656	36488.157	474.999	306	350.772
RUMHYD_00753	2028	2370	2334	7419.38	14891.974	32261	258.3	341	275.228
RUMHYD_00754	3125	6717	4676	11181	33736.028	48809	745.7	754	455
RUMHYD_00756	8	40	11	21	22	13	0	0	0
RUMHYD_00755	1177	2304	1478	8633	20730.578	23298.64	596	377	264
RUMHYD_00757	90	325	243	1472.488	3422.963	3966.272	76	24	23
RUMHYD_00758	2660	3942	2877.194	10769.554	14863.52	19934.041	472.995	263	122
RUMHYD_00759	590	1136	928.425	6039.334	6659.791	9346.709	148.895	61	70.993
RUMHYD_00760	369.391	341	301.381	2024.556	2070.007	3525.723	39.109	25	21.007
RUMHYD_00761	423.609	931	534	6107.046	6132.239	9127.135	168	121	88
RUMHYD_00762	1281	863	864	2743	2157	2677	155	85	132
RUMHYD_00763	1472	1665	1490	3241	2335.043	4026	302	159	210
RUMHYD_00764	160	160.114	166.584	933.547	816.83	1102.089	55.842	67.02	106.259
