id	name	metabolites	compartments	annotation	reversibility
GLYATm	Glycine C-acetyltransferase	{'accoa_m': -1.0, 'gly_m': -1.0, '2aobut_m': 1.0, 'coa_m': 1.0}	{'C_m'}	{'sbo': 'SBO:0000176', 'ec-code': ['2.3.1.29', '2.3.1.37'], 'rhea': ['20736', '20737', '20738', '20739'], 'biocyc': 'META:AKBLIG-RXN', 'metanetx.reaction': 'MNXR100313', 'kegg.reaction': 'R00371', 'seed.reaction': 'rxn00274'}	True
GLYATx	Acetyl-CoA:glycine C-acetyltransferase	{'accoa_x': -1.0, 'gly_x': -1.0, '2aobut_x': 1.0, 'coa_x': 1.0, 'h_x': 1.0}	{'C_x'}	{'sbo': 'SBO:0000176', 'ec-code': ['2.3.1.29', '2.3.1.37'], 'rhea': ['20736', '20737', '20738', '20739'], 'biocyc': 'META:AKBLIG-RXN', 'metanetx.reaction': 'MNXR100313', 'kegg.reaction': 'R00371', 'seed.reaction': 'rxn00274'}	True
GLYB0AT3tc	Glycine Transport by B0At3	{'cl_e': -1.0, 'gly_e': -1.0, 'na1_e': -1.0, 'cl_c': 1.0, 'gly_c': 1.0, 'na1_c': 1.0}	{'C_c', 'C_e'}	{'sbo': 'SBO:0000185'}	True
GLYBACT1r	Glycine betaine CoA C acetyltransferase	{'coa_c': -1.0, 'dhcrncoa_c': -1.0, 'accoa_c': 1.0, 'glybcoa_c': 1.0}	{'C_c'}	{'sbo': 'SBO:0000176'}	True
GLYBCOAT	Glycine betaine CoA thioesterase	{'glybcoa_c': -1.0, 'h2o_c': -1.0, 'coa_c': 1.0, 'glyb_c': 1.0, 'h_c': 1.0}	{'C_c'}	{'sbo': 'SBO:0000176'}	True
GLYBabc	Glycine betaine transport via ABC system	{'atp_c': -1.0, 'glyb_e': -1.0, 'h2o_c': -1.0, 'adp_c': 1.0, 'glyb_c': 1.0, 'h_c': 1.0, 'pi_c': 1.0}	{'C_e', 'C_c'}	{'sbo': 'SBO:0000185', 'rhea': ['32783#1', '32784#1', '32785#1', '32786#1'], 'biocyc': 'META:TRANS-RXN-283', 'metanetx.reaction': 'MNXR100314', 'seed.reaction': ['rxn05181', 'rxn08637', 'rxn11216']}	True
GLYBabcpp	Glycine betaine transport via ABC system (periplasm)	{'atp_c': -1.0, 'glyb_p': -1.0, 'h2o_c': -1.0, 'adp_c': 1.0, 'glyb_c': 1.0, 'h_c': 1.0, 'pi_c': 1.0}	{'C_p', 'C_c'}	{'sbo': 'SBO:0000185', 'rhea': ['32783#1', '32784#1', '32785#1', '32786#1'], 'biocyc': 'META:TRANS-RXN-283', 'metanetx.reaction': 'MNXR100314', 'seed.reaction': ['rxn05181', 'rxn08637', 'rxn11216']}	True
GLYBt2pp	Glycine betaine transport via proton symport (periplasm)	{'glyb_p': -1.0, 'h_p': -1.0, 'glyb_c': 1.0, 'h_c': 1.0}	{'C_p', 'C_c'}	{'sbo': 'SBO:0000185', 'biocyc': 'META:TRANS-RXN-29A', 'metanetx.reaction': 'MNXR100315', 'seed.reaction': ['rxn05579', 'rxn08638']}	True
GLYBt2r	Glycine betaine transport via proton symport, reversible	{'glyb_e': -1.0, 'h_e': -1.0, 'glyb_c': 1.0, 'h_c': 1.0}	{'C_c', 'C_e'}	{'sbo': 'SBO:0000185', 'biocyc': 'META:TRANS-RXN-29A', 'metanetx.reaction': 'MNXR100315', 'seed.reaction': ['rxn05579', 'rxn08638']}	True
GLYBt3pp	Glycine betaine transport via proton antiport (periplasm)	{'glyb_c': -1.0, 'h_p': -1.0, 'glyb_p': 1.0, 'h_c': 1.0}	{'C_p', 'C_c'}	{'sbo': 'SBO:0000185'}	True
GLYBt4_2_r	GLYBt4 LPAREN 2 RPAREN r	{'glyb_e': -1.0, 'na1_e': -2.0, 'glyb_c': 1.0, 'na1_c': 2.0}	{'C_c', 'C_e'}	{'sbo': 'SBO:0000185', 'metanetx.reaction': 'MNXR100316'}	True
GLYBtex	Glycine betaine transport via diffusion (extracellular to periplasm)	{'glyb_e': -1.0, 'glyb_p': 1.0}	{'C_p', 'C_e'}	{'sbo': 'SBO:0000185', 'rhea': ['28943', '28944', '28945', '28946'], 'biocyc': 'META:TRANS-RXN0-490', 'metanetx.reaction': 'MNXR100317', 'reactome': 'R-HSA-6797957', 'seed.reaction': ['rxn08639', 'rxn12430']}	True
GLYBti4pp	Betaine transport  sodium symport	{'glyb_p': -1.0, 'na1_p': -1.0, 'glyb_c': 1.0, 'na1_c': 1.0}	{'C_p', 'C_c'}	{'sbo': 'SBO:0000185'}	True
GLYBtm	Glycine betaine transport via diffusion (mitochondria to cytosol)	{'glyb_m': -1.0, 'glyb_c': 1.0}	{'C_m', 'C_c'}	{'sbo': 'SBO:0000185', 'rhea': ['28943', '28944', '28945', '28946'], 'biocyc': 'META:TRANS-RXN0-490', 'metanetx.reaction': 'MNXR100317', 'reactome': 'R-HSA-6797957', 'seed.reaction': ['rxn08639', 'rxn12430']}	True
GLYC2P3Pc	Formation of Glycerol-3-Phosphate	{'glyc2p_c': -1.0, 'glyc3p_c': 1.0}	{'C_c'}	{'sbo': 'SBO:0000176'}	True
GLYC2Pabcpp	Sn-Glycerol 2-phosphate transport via ABC system (periplasm)	{'atp_c': -1.0, 'glyc2p_p': -1.0, 'h2o_c': -1.0, 'adp_c': 1.0, 'glyc2p_c': 1.0, 'h_c': 1.0, 'pi_c': 1.0}	{'C_p', 'C_c'}	{'sbo': 'SBO:0000185', 'rhea': ['34759#1', '34760#1', '34761#1', '34762#1'], 'metanetx.reaction': 'MNXR100318'}	True
GLYC2Pte	Transport of Glycerol-2-Phosphate	{'glyc2p_c': -1.0, 'h_c': -2.0, 'glyc2p_e': 1.0, 'h_e': 2.0}	{'C_e', 'C_c'}	{'sbo': 'SBO:0000185'}	True
GLYC2Ptex	Glycerol-2-phosphate transport via diffusion (extracellular to periplasm)	{'glyc2p_e': -1.0, 'glyc2p_p': 1.0}	{'C_p', 'C_e'}	{'sbo': 'SBO:0000185', 'metanetx.reaction': 'MNXR100319', 'seed.reaction': 'rxn08640'}	True
GLYC3P_DHAPtg	Cytoplasm2glycosome,dhap,glyc3p	{'dhap_x': -1.0, 'glyc3p_c': -1.0, 'dhap_c': 1.0, 'glyc3p_x': 1.0}	{'C_x', 'C_c'}	{'sbo': 'SBO:0000185'}	True
GLYC3Pabc	Sn-Glycerol 3-phosphate transport via ABC system	{'atp_c': -1.0, 'glyc3p_e': -1.0, 'h2o_c': -1.0, 'adp_c': 1.0, 'glyc3p_c': 1.0, 'h_c': 1.0, 'pi_c': 1.0}	{'C_e', 'C_c'}	{'sbo': 'SBO:0000185', 'rhea': ['21668#1', '21669#1', '21670#1', '21671#1'], 'ec-code': '3.6.3.20', 'biocyc': ['META:3.6.3.20-RXN', 'META:ABC-34-RXN'], 'metanetx.reaction': 'MNXR100320', 'seed.reaction': ['rxn05158', 'rxn08641']}	True
GLYC3Pabcpp	Sn-Glycerol 3-phosphate transport via ABC system (periplasm)	{'atp_c': -1.0, 'glyc3p_p': -1.0, 'h2o_c': -1.0, 'adp_c': 1.0, 'glyc3p_c': 1.0, 'h_c': 1.0, 'pi_c': 1.0}	{'C_p', 'C_c'}	{'sbo': 'SBO:0000185', 'rhea': ['21668#1', '21669#1', '21670#1', '21671#1'], 'ec-code': '3.6.3.20', 'biocyc': ['META:3.6.3.20-RXN', 'META:ABC-34-RXN'], 'metanetx.reaction': 'MNXR100320', 'seed.reaction': ['rxn05158', 'rxn08641']}	True
GLYC3Pt6	Glycerol-3-phosphate : phosphate antiporter	{'glyc3p_e': -1.0, 'pi_c': -1.0, 'glyc3p_c': 1.0, 'pi_e': 1.0}	{'C_c', 'C_e'}	{'sbo': 'SBO:0000185', 'rhea': ['29015', '29016', '29017', '29018'], 'biocyc': 'META:TRANS-RXN-22', 'metanetx.reaction': 'MNXR100321', 'seed.reaction': ['rxn08642', 'rxn10165']}	True
GLYC3Pt6pp	Glycerol-3-phosphate : phosphate antiporter (periplasm)	{'glyc3p_p': -1.0, 'pi_c': -1.0, 'glyc3p_c': 1.0, 'pi_p': 1.0}	{'C_p', 'C_c'}	{'sbo': 'SBO:0000185', 'rhea': ['29015', '29016', '29017', '29018'], 'biocyc': 'META:TRANS-RXN-22', 'metanetx.reaction': 'MNXR100321', 'seed.reaction': ['rxn08642', 'rxn10165']}	True
GLYC3Ptex	Glycerol-3-phosphate transport via diffusion (extracellular to periplasm)	{'glyc3p_e': -1.0, 'glyc3p_p': 1.0}	{'C_p', 'C_e'}	{'sbo': 'SBO:0000185', 'rhea': ['34967', '34968', '34969', '34970'], 'metanetx.reaction': 'MNXR100308', 'seed.reaction': ['rxn08643', 'rxn09749', 'rxn11234']}	True
GLYC3Pth	Glycerol 3-phosphate transport (chloroplast)	{'glyc3p_h': -1.0, 'glyc3p_c': 1.0}	{'C_h', 'C_c'}	{'sbo': 'SBO:0000185', 'rhea': ['34967', '34968', '34969', '34970'], 'metanetx.reaction': 'MNXR100308', 'seed.reaction': ['rxn08643', 'rxn09749', 'rxn11234']}	True
GLYC3Ptm	Glycerol 3 phosphate shuttle	{'glyc3p_c': -1.0, 'glyc3p_m': 1.0}	{'C_m', 'C_c'}	{'sbo': 'SBO:0000185', 'rhea': ['34967', '34968', '34969', '34970'], 'metanetx.reaction': 'MNXR100308', 'seed.reaction': ['rxn08643', 'rxn09749', 'rxn11234']}	True
GLYC3tr	Transport of Glycerophosphoric Acid	{'glyc3p_e': -1.0, 'glyc3p_c': 1.0}	{'C_c', 'C_e'}	{'sbo': 'SBO:0000185'}	True
GLYCAt2rpp	D-glycerate transport via proton symport, reversible (periplasm)	{'glyc__R_p': -1.0, 'h_p': -1.0, 'glyc__R_c': 1.0, 'h_c': 1.0}	{'C_p', 'C_c'}	{'sbo': 'SBO:0000185', 'metanetx.reaction': 'MNXR100322', 'seed.reaction': ['rxn08644', 'rxn13711']}	True
GLYCAtex	D-glycerate transport via diffusion (extracellular to periplasm)	{'glyc__R_e': -1.0, 'glyc__R_p': 1.0}	{'C_p', 'C_e'}	{'sbo': 'SBO:0000185', 'biocyc': 'META:TRANS-RXN0-523', 'metanetx.reaction': 'MNXR100323', 'seed.reaction': 'rxn08645'}	True
GLYCDH	Glycerol dehydratase	{'glyc_c': -1.0, '3hppnl_c': 1.0, 'h2o_c': 1.0}	{'C_c'}	{'sbo': 'SBO:0000176', 'rhea': ['19765', '19766', '19767', '19768'], 'ec-code': '4.2.1.30', 'biocyc': 'META:GLYCEROL-DEHYDRATASE-RXN', 'metanetx.reaction': 'MNXR100324', 'kegg.reaction': 'R01047', 'seed.reaction': 'rxn00768'}	True
GLYCDH_1	Glycerate dehydrogenase, mitochondrial	{'h_m': -1.0, 'hpyr_m': -1.0, 'nadh_m': -1.0, 'glyc__R_m': 1.0, 'nad_m': 1.0}	{'C_m'}	{'sbo': 'SBO:0000176', 'ec-code': ['1.1.1.26', '1.1.1.29', '1.1.1.81'], 'rhea': ['17905', '17906', '17907', '17908'], 'biocyc': 'META:GLYCERATE-DEHYDROGENASE-RXN', 'metanetx.reaction': 'MNXR100325', 'kegg.reaction': 'R01388', 'seed.reaction': 'rxn01011'}	True
GLYCDx	Glycerol dehydrogenase	{'glyc_c': -1.0, 'nad_c': -1.0, 'dha_c': 1.0, 'h_c': 1.0, 'nadh_c': 1.0}	{'C_c'}	{'sbo': 'SBO:0000176', 'ec-code': '1.1.1.6', 'rhea': ['13769', '13770', '13771', '13772'], 'biocyc': 'META:GLYCDEH-RXN', 'metanetx.reaction': 'MNXR100326', 'kegg.reaction': 'R01034', 'seed.reaction': 'rxn00762'}	True
GLYCDy	Glycerol dehydrogenase  NADP dependent	{'glyc_c': -1.0, 'nadp_c': -1.0, 'dha_c': 1.0, 'h_c': 1.0, 'nadph_c': 1.0}	{'C_c'}	{'sbo': 'SBO:0000176', 'ec-code': '1.1.1.156', 'rhea': ['12753', '12754', '12755', '12756'], 'biocyc': 'META:GLYCEROL-2-DEHYDROGENASE-NADP+-RXN', 'metanetx.reaction': 'MNXR100327', 'kegg.reaction': 'R01039', 'seed.reaction': 'rxn00764'}	True
GLYCK	Glycerate kinase	{'atp_c': -1.0, 'glyc__R_c': -1.0, '3pg_c': 1.0, 'adp_c': 1.0, 'h_c': 1.0}	{'C_c'}	{'sbo': 'SBO:0000176', 'ec-code': '2.7.1.31', 'rhea': ['23516', '23517', '23518', '23519'], 'biocyc': 'META:GLY3KIN-RXN', 'metanetx.reaction': 'MNXR100328', 'reactome': ['R-BTA-6799495', 'R-CEL-6799495', 'R-CFA-6799495', 'R-DME-6799495', 'R-DRE-6799495', 'R-GGA-6799495', 'R-HSA-6799495', 'R-MMU-6799495', 'R-RNO-6799495', 'R-SSC-6799495', 'R-TGU-6799495', 'R-XTR-6799495'], 'kegg.reaction': 'R01514', 'seed.reaction': 'rxn01102'}	True
GLYCK2	Glycerate kinase	{'atp_c': -1.0, 'glyc__R_c': -1.0, '2pg_c': 1.0, 'adp_c': 1.0, 'h_c': 1.0}	{'C_c'}	{'sbo': 'SBO:0000176', 'ec-code': ['2.7.1.165', '2.7.1.31'], 'rhea': ['27377', '27378', '27379', '27380'], 'biocyc': 'META:GKI-RXN', 'metanetx.reaction': 'MNXR100329', 'kegg.reaction': 'R08572', 'seed.reaction': 'rxn08647'}	True
GLYCK_1	Glycerate kinase	{'atp_c': -1.0, 'glyc__R_c': -1.0, '3pg_c': 1.0, 'adp_c': 1.0}	{'C_c'}	{'sbo': 'SBO:0000176'}	True
GLYCL	Glycine Cleavage System	{'gly_c': -1.0, 'nad_c': -1.0, 'thf_c': -1.0, 'co2_c': 1.0, 'mlthf_c': 1.0, 'nadh_c': 1.0, 'nh4_c': 1.0}	{'C_c'}	{'sbo': 'SBO:0000176', 'ec-code': ['1.4.4.2', '1.8.1.4', '2.1.2.10'], 'rhea': ['27758', '27759', '27760', '27761'], 'metanetx.reaction': 'MNXR100330', 'kegg.reaction': 'R01221'}	True
GLYCLTD_m	Glycerate dehydrogenase	{'glx_m': -1.0, 'h_m': -1.0, 'nadh_m': -1.0, 'glyclt_m': 1.0, 'nad_m': 1.0}	{'C_m'}	{'sbo': 'SBO:0000176'}	True
GLYCLTDx	Glycolate dehydrogenase (NAD)	{'glx_c': -1.0, 'h_c': -1.0, 'nadh_c': -1.0, 'glyclt_c': 1.0, 'nad_c': 1.0}	{'C_c'}	{'sbo': 'SBO:0000176', 'ec-code': ['1.1.1.26', '1.1.1.29', '1.1.1.79'], 'rhea': ['18229', '18230', '18231', '18232'], 'biocyc': 'META:GLYCOLATE-REDUCTASE-RXN', 'metanetx.reaction': 'MNXR100331', 'kegg.reaction': 'R00717', 'seed.reaction': 'rxn00512'}	True
GLYCLTDy	Glycolate dehydrogenase (NADP)	{'glx_c': -1.0, 'h_c': -1.0, 'nadph_c': -1.0, 'glyclt_c': 1.0, 'nadp_c': 1.0}	{'C_c'}	{'sbo': 'SBO:0000176', 'ec-code': '1.1.1.79', 'rhea': ['10992', '10993', '10994', '10995'], 'biocyc': 'META:GLYOXYLATE-REDUCTASE-NADP+-RXN', 'metanetx.reaction': 'MNXR100332', 'reactome': ['R-ATH-389826', 'R-BTA-389826', 'R-CFA-389826', 'R-DDI-389826', 'R-DME-389826', 'R-DRE-389826', 'R-GGA-389826', 'R-HSA-389826', 'R-MMU-389826', 'R-OSA-389826', 'R-RNO-389826', 'R-SCE-389826', 'R-SPO-389826', 'R-SSC-389826', 'R-TGU-389826', 'R-XTR-389826'], 'kegg.reaction': 'R00465', 'seed.reaction': 'rxn00324'}	True
GLYCLTDym	Glycolate dehydrogenase (NADP), mitochondrial	{'glx_m': -1.0, 'h_m': -1.0, 'nadph_m': -1.0, 'glyclt_m': 1.0, 'nadp_m': 1.0}	{'C_m'}	{'sbo': 'SBO:0000176', 'ec-code': '1.1.1.79', 'rhea': ['10992', '10993', '10994', '10995'], 'biocyc': 'META:GLYOXYLATE-REDUCTASE-NADP+-RXN', 'metanetx.reaction': 'MNXR100332', 'reactome': ['R-ATH-389826', 'R-BTA-389826', 'R-CFA-389826', 'R-DDI-389826', 'R-DME-389826', 'R-DRE-389826', 'R-GGA-389826', 'R-HSA-389826', 'R-MMU-389826', 'R-OSA-389826', 'R-RNO-389826', 'R-SCE-389826', 'R-SPO-389826', 'R-SSC-389826', 'R-TGU-389826', 'R-XTR-389826'], 'kegg.reaction': 'R00465', 'seed.reaction': 'rxn00324'}	True
GLYCLTt	Glycolate transport via diffusion	{'glyclt_e': -1.0, 'glyclt_c': 1.0}	{'C_c', 'C_e'}	{'sbo': 'SBO:0000185', 'rhea': ['29447', '29448', '29449', '29450'], 'biocyc': 'META:RXN0-5111', 'metanetx.reaction': 'MNXR100333', 'seed.reaction': ['rxn08653', 'rxn12426']}	True
GLYCLTt2r	Glycolate transport via proton symport, reversible	{'glyclt_e': -1.0, 'h_e': -1.0, 'glyclt_c': 1.0, 'h_c': 1.0}	{'C_c', 'C_e'}	{'sbo': 'SBO:0000185', 'rhea': ['29411', '29412', '29413', '29414'], 'biocyc': 'META:TRANS-RXN-105', 'metanetx.reaction': 'MNXR100334', 'seed.reaction': ['rxn05470', 'rxn08651']}	True
GLYCLTt2rpp	Glycolate transport via proton symport, reversible (periplasm)	{'glyclt_p': -1.0, 'h_p': -1.0, 'glyclt_c': 1.0, 'h_c': 1.0}	{'C_p', 'C_c'}	{'sbo': 'SBO:0000185', 'rhea': ['29411', '29412', '29413', '29414'], 'biocyc': 'META:TRANS-RXN-105', 'metanetx.reaction': 'MNXR100334', 'seed.reaction': ['rxn05470', 'rxn08651']}	True
GLYCLTt4pp	Glycolate transport via sodium symport (periplasm)	{'glyclt_p': -1.0, 'na1_p': -1.0, 'glyclt_c': 1.0, 'na1_c': 1.0}	{'C_p', 'C_c'}	{'sbo': 'SBO:0000185', 'metanetx.reaction': 'MNXR100335', 'seed.reaction': 'rxn08652'}	True
GLYCLTtex	Glycolate transport via diffusion (extracellular to periplasm)	{'glyclt_e': -1.0, 'glyclt_p': 1.0}	{'C_p', 'C_e'}	{'sbo': 'SBO:0000185', 'rhea': ['29447', '29448', '29449', '29450'], 'biocyc': 'META:RXN0-5111', 'metanetx.reaction': 'MNXR100333', 'seed.reaction': ['rxn08653', 'rxn12426']}	True
GLYCLTth	Glycolate transport, chloroplast	{'glyclt_c': -1.0, 'glyclt_h': 1.0}	{'C_h', 'C_c'}	{'sbo': 'SBO:0000185', 'rhea': ['29447', '29448', '29449', '29450'], 'biocyc': 'META:RXN0-5111', 'metanetx.reaction': 'MNXR100333', 'seed.reaction': ['rxn08653', 'rxn12426']}	True
GLYCLTtm	Glycolate transport, mitochondria	{'glyclt_c': -1.0, 'glyclt_m': 1.0}	{'C_m', 'C_c'}	{'sbo': 'SBO:0000185', 'rhea': ['29447', '29448', '29449', '29450'], 'biocyc': 'META:RXN0-5111', 'metanetx.reaction': 'MNXR100333', 'seed.reaction': ['rxn08653', 'rxn12426']}	True
GLYCLTtp	Glycolate transport, glyoxysome	{'glyclt_c': -1.0, 'glyclt_x': 1.0}	{'C_x', 'C_c'}	{'sbo': 'SBO:0000185', 'rhea': ['29447', '29448', '29449', '29450'], 'biocyc': 'META:RXN0-5111', 'metanetx.reaction': 'MNXR100333', 'seed.reaction': ['rxn08653', 'rxn12426']}	True
GLYCL_2	Glycine cleavage system, cytosol	{'co2_c': -1.0, 'mlthf_c': -1.0, 'nadh_c': -1.0, 'nh4_c': -1.0, 'gly_c': 1.0, 'nad_c': 1.0, 'thf_c': 1.0}	{'C_c'}	{'sbo': 'SBO:0000176', 'ec-code': ['1.4.4.2', '1.8.1.4', '2.1.2.10'], 'rhea': ['27758', '27759', '27760', '27761'], 'metanetx.reaction': 'MNXR100330', 'kegg.reaction': 'R01221'}	True
GLYCLa	Glycine Cleavage System	{'gly_c': -1.0, 'h_c': -1.0, 'lprot_c': -1.0, 'co2_c': 1.0, 'samprot_c': 1.0}	{'C_c'}	{'sbo': 'SBO:0000176'}	True
GLYCLb	Glycine Cleavage System	{'samprot_c': -1.0, 'thf_c': -1.0, 'dhlprot_c': 1.0, 'mlthf_c': 1.0, 'nh3_c': 1.0}	{'C_c'}	{'sbo': 'SBO:0000176'}	True
GLYCLc	Glycine Cleavage System	{'dhlprot_c': -1.0, 'nad_c': -1.0, 'h_c': 1.0, 'lprot_c': 1.0, 'nadh_c': 1.0}	{'C_c'}	{'sbo': 'SBO:0000176'}	True
GLYCLm	Glycine cleavage system  mitochondrial	{'gly_m': -1.0, 'nad_m': -1.0, 'thf_m': -1.0, 'co2_m': 1.0, 'mlthf_m': 1.0, 'nadh_m': 1.0, 'nh4_m': 1.0}	{'C_m'}	{'sbo': 'SBO:0000176', 'ec-code': ['1.4.4.2', '1.8.1.4', '2.1.2.10'], 'rhea': ['27758', '27759', '27760', '27761'], 'metanetx.reaction': 'MNXR100330', 'kegg.reaction': 'R01221'}	True
GLYCO		{'h2o_c': -1.0, 'i2ac_c': -1.0, 'glx_c': 1.0, 'nh4_c': 1.0}	{'C_c'}	{'sbo': 'SBO:0000176'}	True
GLYCOGENt	Glycogen transport in	{'glycogen_e': -1.0, 'glycogen_c': 1.0}	{'C_c', 'C_e'}	{'sbo': 'SBO:0000185', 'metanetx.reaction': 'MNXR100211', 'seed.reaction': ['rxn05580', 'rxn13298']}	True
GLYCOLDHpp	Glycol dehydrogenase  forward rxn  ethanol   acetaldehyde	{'glycol_p': -1.0, 'pqq_p': -1.0, 'gcald_p': 1.0, 'pqqh2_p': 1.0}	{'C_p'}	{'sbo': 'SBO:0000176'}	True
GLYCOLtex	Glycol transport difusion	{'glycol_e': -1.0, 'glycol_p': 1.0}	{'C_p', 'C_e'}	{'sbo': 'SBO:0000185'}	True
GLYCOX1	Glycine oxidase (ThiO)	{'gly_c': -1.0, 'o2_c': -1.0, 'h2o2_c': 1.0, 'imgly_c': 1.0}	{'C_c'}	{'sbo': 'SBO:0000176'}	True
GLYCOX1_h	Glycine oxidase (ThiO)	{'gly_h': -1.0, 'o2_h': -1.0, 'h2o2_h': 1.0, 'imgly_h': 1.0}	{'C_h'}	{'sbo': 'SBO:0000176'}	True
GLYCOX2	Glycine oxidase	{'h2o_c': -1.0, 'imgly_c': -1.0, 'glx_c': 1.0, 'nh4_c': 1.0}	{'C_c'}	{'sbo': 'SBO:0000176'}	True
GLYCOX2_h	Glycine oxidase	{'h2o_h': -1.0, 'imgly_h': -1.0, 'glx_h': 1.0, 'nh4_h': 1.0}	{'C_h'}	{'sbo': 'SBO:0000176'}	True
GLYCOe	Glycogen hydrolysis by samylases	{'glycogen1500_e': -1.0, 'h2o_e': -1124.0, 'glc__D_e': 750.0, 'malt_e': 375.0}	{'C_e'}	{'sbo': 'SBO:0000176', 'metanetx.reaction': 'MNXR100337'}	True
GLYCS_I		{'gthrd_c': -1.0, 'mthgxl_c': -1.0, 'lgt_s_c': 1.0}	{'C_c'}	{'sbo': 'SBO:0000176'}	True
GLYCS_II		{'h2o_c': -1.0, 'lgt_s_c': -1.0, 'gthrd_c': 1.0, 'h_c': 1.0, 'lac__L_c': 1.0}	{'C_c'}	{'sbo': 'SBO:0000176'}	True
GLYCTO1	Glycolate oxidase	{'glyclt_c': -1.0, 'o2_c': -1.0, 'glx_c': 1.0, 'h2o2_c': 1.0}	{'C_c'}	{'sbo': 'SBO:0000176', 'ec-code': '1.1.3.15', 'rhea': ['25311', '25312', '25313', '25314'], 'biocyc': 'META:RXN-969', 'metanetx.reaction': 'MNXR100338', 'reactome': ['R-ATH-389842', 'R-BTA-389842', 'R-CEL-389842', 'R-CFA-389842', 'R-DDI-389842', 'R-DME-389842', 'R-DRE-389842', 'R-GGA-389842', 'R-HSA-389842', 'R-MMU-389842', 'R-OSA-389842', 'R-RNO-389842', 'R-SCE-389842', 'R-SPO-389842', 'R-SSC-389842', 'R-TGU-389842', 'R-XTR-389842'], 'kegg.reaction': 'R00475', 'seed.reaction': 'rxn00333'}	True
GLYCTO1p	(S)-2-hydroxy-acid oxidase	{'glyclt_x': -1.0, 'o2_x': -1.0, 'glx_x': 1.0, 'h2o2_x': 1.0}	{'C_x'}	{'sbo': 'SBO:0000176', 'ec-code': '1.1.3.15', 'rhea': ['25311', '25312', '25313', '25314'], 'biocyc': 'META:RXN-969', 'metanetx.reaction': 'MNXR100338', 'reactome': ['R-ATH-389842', 'R-BTA-389842', 'R-CEL-389842', 'R-CFA-389842', 'R-DDI-389842', 'R-DME-389842', 'R-DRE-389842', 'R-GGA-389842', 'R-HSA-389842', 'R-MMU-389842', 'R-OSA-389842', 'R-RNO-389842', 'R-SCE-389842', 'R-SPO-389842', 'R-SSC-389842', 'R-TGU-389842', 'R-XTR-389842'], 'kegg.reaction': 'R00475', 'seed.reaction': 'rxn00333'}	True
GLYCTO2	Glycolate oxidase	{'glyclt_c': -1.0, 'q8_c': -1.0, 'glx_c': 1.0, 'q8h2_c': 1.0}	{'C_c'}	{'sbo': 'SBO:0000176', 'metanetx.reaction': 'MNXR100339', 'seed.reaction': 'rxn08655'}	True
GLYCTO3	Glycolate oxidase	{'glyclt_c': -1.0, 'mqn8_c': -1.0, 'glx_c': 1.0, 'mql8_c': 1.0}	{'C_c'}	{'sbo': 'SBO:0000176', 'metanetx.reaction': 'MNXR100340', 'seed.reaction': 'rxn08656'}	True
GLYCTO4	Glycolate oxidase	{'2dmmq8_c': -1.0, 'glyclt_c': -1.0, '2dmmql8_c': 1.0, 'glx_c': 1.0}	{'C_c'}	{'sbo': 'SBO:0000176', 'metanetx.reaction': 'MNXR100341', 'seed.reaction': 'rxn08657'}	True
GLYCYSAP	Gly-Cys aminopeptidase	{'gly_cys_c': -1.0, 'h2o_c': -1.0, 'cys__L_c': 1.0, 'gly_c': 1.0}	{'C_c'}	{'sbo': 'SBO:0000176'}	True
GLYCYSabc	Gly-Cys ABC transporters	{'atp_c': -1.0, 'gly_cys_e': -1.0, 'h2o_c': -1.0, 'adp_c': 1.0, 'gly_cys_c': 1.0, 'pi_c': 1.0}	{'C_e', 'C_c'}	{'sbo': 'SBO:0000185'}	True
GLYC_Rt	Transport of D-Glycerate, Diffusion	{'glyc__R_c': -1.0, 'glyc__R_e': 1.0}	{'C_e', 'C_c'}	{'sbo': 'SBO:0000185'}	True
GLYC_St	L-glycerate export	{'glyc__S_c': -1.0, 'glyc__S_e': 1.0}	{'C_e', 'C_c'}	{'sbo': 'SBO:0000185', 'metanetx.reaction': 'MNXR100342'}	True
